piece	div1_nom	div1_num	div2_nom	div2_num	pos	AGRIPPINE	ALBINE	BURRHUS	BRITANNICUS	NARCISSE	NÉRON	GARDES	JUNIE
BRITANNICUS, TRAGÉDIE	ACTE V	5	SCÈNE VI	31	264	1	0	1	0	1	1	0	0
BRITANNICUS, TRAGÉDIE	ACTE V	5	SCÈNE VI	31	265	1	0	1	0	1	1	0	0
BRITANNICUS, TRAGÉDIE	ACTE V	5	SCÈNE VI	31	266	1	0	1	0	1	1	0	0
BRITANNICUS, TRAGÉDIE	ACTE V	5	SCÈNE VI	31	267	1	0	1	0	1	1	0	0
BRITANNICUS, TRAGÉDIE	ACTE V	5	SCÈNE VI	31	268	1	0	1	0	1	1	0	0
BRITANNICUS, TRAGÉDIE	ACTE V	5	SCÈNE VI	31	269	1	0	1	0	1	1	0	0
BRITANNICUS, TRAGÉDIE	ACTE V	5	SCÈNE VI	31	270	1	0	1	0	1	1	0	0
BRITANNICUS, TRAGÉDIE	ACTE V	5	SCÈNE VI	31	271	1	0	1	0	1	1	0	0
BRITANNICUS, TRAGÉDIE	ACTE V	5	SCÈNE VI	31	272	1	0	1	0	1	1	0	0
BRITANNICUS, TRAGÉDIE	ACTE V	5	SCÈNE VI	31	273	1	0	1	0	1	1	0	0
BRITANNICUS, TRAGÉDIE	ACTE V	5	SCÈNE VII	32	274	1	0	1	0	0	0	0	0
BRITANNICUS, TRAGÉDIE	ACTE V	5	SCÈNE VII	32	275	1	0	1	0	0	0	0	0
BRITANNICUS, TRAGÉDIE	ACTE V	5	SCÈNE DERNIÈRE	33	276	1	1	1	0	0	0	0	0
BRITANNICUS, TRAGÉDIE	ACTE V	5	SCÈNE DERNIÈRE	33	277	1	1	1	0	0	0	0	0
BRITANNICUS, TRAGÉDIE	ACTE V	5	SCÈNE DERNIÈRE	33	278	1	1	1	0	0	0	0	0
BRITANNICUS, TRAGÉDIE	ACTE V	5	SCÈNE DERNIÈRE	33	279	1	1	1	0	0	0	0	0
BRITANNICUS, TRAGÉDIE	ACTE V	5	SCÈNE DERNIÈRE	33	280	1	1	1	0	0	0	0	0
