piece	div1_nom	div1_num	div2_nom	div2_num	pos	__NONE__	FLORE	PAN	CLIMÈNE	DAPHNÉ	TIRCIS	DORILAS	DEUX ZÉPHIRS	TROUPE DE BERGÈRES ET DE BERGERS	TOINETTE	ARGAN	ANGÉLIQUE	BÉLINE	LE NOTAIRE	CLÉANTE	MONSIEUR DIAFOIRUS	THOMAS DIAFOIRUS	LOUISON	BÉRALDE	MONSIEUR FLEURANT	UNE SERINGUE À LA MAIN	MONSIEUR PURGON	EN MÉDECIN
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE II	5	SCÈNE VIII	31	634	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE II	5	SCÈNE VIII	31	635	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE II	5	SCÈNE VIII	31	636	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE II	5	SCÈNE VIII	31	637	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE II	5	SCÈNE VIII	31	638	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE II	5	SCÈNE VIII	31	639	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE II	5	SCÈNE VIII	31	640	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE II	5	SCÈNE VIII	31	641	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE II	5	SCÈNE VIII	31	642	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE II	5	SCÈNE VIII	31	643	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE II	5	SCÈNE VIII	31	644	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE II	5	SCÈNE VIII	31	645	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE II	5	SCÈNE VIII	31	646	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE II	5	SCÈNE VIII	31	647	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE II	5	SCÈNE VIII	31	648	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE II	5	SCÈNE VIII	31	649	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE II	5	SCÈNE VIII	31	650	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE II	5	SCÈNE VIII	31	651	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE II	5	SCÈNE VIII	31	652	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE II	5	SCÈNE VIII	31	653	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE II	5	SCÈNE VIII	31	654	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE II	5	SCÈNE VIII	31	655	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE II	5	SCÈNE VIII	31	656	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE II	5	SCÈNE VIII	31	657	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE II	5	SCÈNE VIII	31	658	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE II	5	SCÈNE VIII	31	659	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE II	5	SCÈNE VIII	31	660	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE II	5	SCÈNE VIII	31	661	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE II	5	SCÈNE VIII	31	662	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE II	5	SCÈNE VIII	31	663	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE II	5	SCÈNE VIII	31	664	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE II	5	SCÈNE VIII	31	665	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE II	5	SCÈNE VIII	31	666	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE II	5	SCÈNE VIII	31	667	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE II	5	SCÈNE VIII	31	668	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE II	5	SCÈNE VIII	31	669	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE II	5	SCÈNE VIII	31	670	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE II	5	SCÈNE VIII	31	671	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE II	5	SCÈNE VIII	31	672	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE II	5	SCÈNE VIII	31	673	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE II	5	SCÈNE VIII	31	674	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE II	5	SCÈNE VIII	31	675	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE II	5	SCÈNE VIII	31	676	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE II	5	SCÈNE VIII	31	677	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE II	5	SCÈNE VIII	31	678	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE II	5	SCÈNE VIII	31	679	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE II	5	SCÈNE VIII	31	680	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE II	5	SCÈNE VIII	31	681	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE II	5	SCÈNE VIII	31	682	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE II	5	SCÈNE VIII	31	683	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE II	5	SCÈNE VIII	31	684	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE II	5	SCÈNE VIII	31	685	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE II	5	SCÈNE IX	32	686	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE II	5	SCÈNE IX	32	687	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE II	5	SCÈNE IX	32	688	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE II	5	SCÈNE IX	32	689	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE II	5	SCÈNE IX	32	690	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE II	5	SCÈNE IX	32	691	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE II	5	SCÈNE IX	32	692	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE II	5	SCÈNE IX	32	693	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE II	5	SCÈNE IX	32	694	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
LE MALADE IMAGINAIRE, COMÉDIE.	SECOND INTERMÈDE	6	__none__	__none__	695	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LE MALADE IMAGINAIRE, COMÉDIE.	SECOND INTERMÈDE	6	***	33	696	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LE MALADE IMAGINAIRE, COMÉDIE.	SECOND INTERMÈDE	6	***	33	697	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LE MALADE IMAGINAIRE, COMÉDIE.	SECOND INTERMÈDE	6	***	33	698	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LE MALADE IMAGINAIRE, COMÉDIE.	SECOND INTERMÈDE	6	***	33	699	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LE MALADE IMAGINAIRE, COMÉDIE.	SECOND INTERMÈDE	6	***	33	700	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LE MALADE IMAGINAIRE, COMÉDIE.	SECOND INTERMÈDE	6	***	33	701	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LE MALADE IMAGINAIRE, COMÉDIE.	SECOND INTERMÈDE	6	***	33	702	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LE MALADE IMAGINAIRE, COMÉDIE.	SECOND INTERMÈDE	6	__none__	__none__	703	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE I	35	704	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE I	35	705	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE I	35	706	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE I	35	707	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE I	35	708	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE I	35	709	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE II	36	710	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE II	36	711	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE II	36	712	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE II	36	713	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE II	36	714	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE III	37	715	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE III	37	716	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE III	37	717	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE III	37	718	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE III	37	719	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE III	37	720	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE III	37	721	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE III	37	722	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE III	37	723	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE III	37	724	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE III	37	725	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE III	37	726	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE III	37	727	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE III	37	728	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE III	37	729	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE III	37	730	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE III	37	731	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE III	37	732	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE III	37	733	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE III	37	734	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE III	37	735	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE III	37	736	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE III	37	737	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE III	37	738	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE III	37	739	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE III	37	740	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE III	37	741	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE III	37	742	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE III	37	743	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE III	37	744	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE III	37	745	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE III	37	746	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE III	37	747	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE III	37	748	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE III	37	749	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE III	37	750	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE III	37	751	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE III	37	752	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE III	37	753	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE III	37	754	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE III	37	755	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE III	37	756	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE III	37	757	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE III	37	758	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE III	37	759	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE III	37	760	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE III	37	761	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE III	37	762	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE III	37	763	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE III	37	764	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE III	37	765	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE III	37	766	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE III	37	767	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE III	37	768	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE III	37	769	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE III	37	770	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE III	37	771	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE III	37	772	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE III	37	773	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE IV	38	774	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	0	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE IV	38	775	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	0	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE IV	38	776	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	0	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE IV	38	777	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	0	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE IV	38	778	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	0	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE IV	38	779	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	0	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE IV	38	780	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	0	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE IV	38	781	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	0	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE IV	38	782	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	0	0
