piece	div1_nom	div1_num	div2_nom	div2_num	pos	__NONE__	FLORE	PAN	CLIMÈNE	DAPHNÉ	TIRCIS	DORILAS	DEUX ZÉPHIRS	TROUPE DE BERGÈRES ET DE BERGERS	TOINETTE	ARGAN	ANGÉLIQUE	BÉLINE	LE NOTAIRE	CLÉANTE	MONSIEUR DIAFOIRUS	THOMAS DIAFOIRUS	LOUISON	BÉRALDE	MONSIEUR FLEURANT	UNE SERINGUE À LA MAIN	MONSIEUR PURGON	EN MÉDECIN
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE IV	38	783	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	0	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE IV	38	784	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	0	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE IV	38	785	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	0	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE IV	38	786	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	0	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE V	39	787	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	1	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE V	39	788	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	1	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE V	39	789	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	1	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE V	39	790	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	1	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE V	39	791	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	1	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE V	39	792	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	1	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE V	39	793	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	1	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE V	39	794	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	1	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE V	39	795	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	1	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE V	39	796	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	1	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE V	39	797	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	1	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE V	39	798	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	1	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE V	39	799	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	1	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE V	39	800	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	1	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE V	39	801	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	1	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE V	39	802	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	1	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE V	39	803	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	1	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE V	39	804	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	1	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE V	39	805	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	1	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE V	39	806	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	1	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE V	39	807	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	1	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE V	39	808	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	1	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE V	39	809	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	1	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE V	39	810	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	1	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE V	39	811	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	1	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE V	39	812	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	1	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE V	39	813	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	1	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE V	39	814	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	1	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE V	39	815	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	1	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE V	39	816	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	1	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE V	39	817	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	1	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE V	39	818	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	1	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE V	39	819	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	1	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE V	39	820	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	1	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE V	39	821	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	1	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE V	39	822	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	1	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE V	39	823	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	1	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE V	39	824	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	1	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE V	39	825	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	1	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE V	39	826	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	1	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE V	39	827	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	1	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE V	39	828	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	1	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE V	39	829	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	1	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE V	39	830	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	1	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE V	39	831	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	1	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE V	39	832	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	1	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE V	39	833	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	1	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE V	39	834	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	1	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE V	39	835	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	1	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE V	39	836	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	1	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE V	39	837	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	1	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE V	39	838	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	1	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE V	39	839	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	1	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE V	39	840	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	1	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE V	39	841	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	1	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE V	39	842	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	1	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE VI	40	843	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE VI	40	844	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE VI	40	845	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE VI	40	846	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE VI	40	847	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE VI	40	848	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE VI	40	849	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE VI	40	850	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE VI	40	851	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE VI	40	852	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE VII	41	853	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE VII	41	854	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE VII	41	855	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE VII	41	856	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE VII	41	857	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE VII	41	858	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE VII	41	859	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE VII	41	860	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE VII	41	861	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE VII	41	862	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE VIII	42	863	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE VIII	42	864	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE VIII	42	865	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE VIII	42	866	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE VIII	42	867	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE VIII	42	868	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE IX	43	869	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE IX	43	870	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE IX	43	871	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE IX	43	872	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE IX	43	873	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE IX	43	874	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE IX	43	875	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE IX	43	876	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE IX	43	877	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE IX	43	878	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE X	44	879	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE X	44	880	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE X	44	881	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE X	44	882	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE X	44	883	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE X	44	884	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE X	44	885	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE X	44	886	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE X	44	887	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE X	44	888	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE X	44	889	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE X	44	890	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE X	44	891	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE X	44	892	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE X	44	893	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE X	44	894	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE X	44	895	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE X	44	896	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE X	44	897	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE X	44	898	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE X	44	899	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE X	44	900	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE X	44	901	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE X	44	902	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE X	44	903	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE X	44	904	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE X	44	905	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE X	44	906	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE X	44	907	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE X	44	908	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE X	44	909	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE X	44	910	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE X	44	911	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE X	44	912	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE X	44	913	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE X	44	914	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE X	44	915	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE X	44	916	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE X	44	917	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE X	44	918	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE X	44	919	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE X	44	920	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE X	44	921	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE X	44	922	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE X	44	923	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE X	44	924	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE X	44	925	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE X	44	926	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE X	44	927	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE X	44	928	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE X	44	929	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE X	44	930	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE X	44	931	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE III	7	SCÈNE X	44	932	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1
