piece	acte	scene	replique	PHILINTE	ALCESTE	ORONTE	CÉLIMÈNE	BASQUE	ÉLIANTE	ACASTE	CLITANDRE	GARDE	ARSINOÉ	DU BOIS
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	II	IV	222	1	1	0	1	1	1	1	1	0	0	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	II	IV	223	1	1	0	1	1	1	1	1	0	0	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	II	IV	224	1	1	0	1	1	1	1	1	0	0	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	II	IV	225	1	1	0	1	1	1	1	1	0	0	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	II	IV	226	1	1	0	1	1	1	1	1	0	0	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	II	IV	227	1	1	0	1	1	1	1	1	0	0	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	II	IV	228	1	1	0	1	1	1	1	1	0	0	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	II	IV	229	1	1	0	1	1	1	1	1	0	0	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	II	IV	230	1	1	0	1	1	1	1	1	0	0	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	II	IV	231	1	1	0	1	1	1	1	1	0	0	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	II	IV	232	1	1	0	1	1	1	1	1	0	0	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	II	IV	233	1	1	0	1	1	1	1	1	0	0	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	II	IV	234	1	1	0	1	1	1	1	1	0	0	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	II	IV	235	1	1	0	1	1	1	1	1	0	0	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	II	IV	236	1	1	0	1	1	1	1	1	0	0	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	II	IV	237	1	1	0	1	1	1	1	1	0	0	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	II	IV	238	1	1	0	1	1	1	1	1	0	0	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	II	IV	239	1	1	0	1	1	1	1	1	0	0	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	II	IV	240	1	1	0	1	1	1	1	1	0	0	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	II	IV	241	1	1	0	1	1	1	1	1	0	0	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	II	IV	242	1	1	0	1	1	1	1	1	0	0	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	II	IV	243	1	1	0	1	1	1	1	1	0	0	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	II	IV	244	1	1	0	1	1	1	1	1	0	0	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	II	IV	245	1	1	0	1	1	1	1	1	0	0	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	II	IV	246	1	1	0	1	1	1	1	1	0	0	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	II	IV	247	1	1	0	1	1	1	1	1	0	0	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	II	IV	248	1	1	0	1	1	1	1	1	0	0	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	II	IV	249	1	1	0	1	1	1	1	1	0	0	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	II	IV	250	1	1	0	1	1	1	1	1	0	0	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	II	IV	251	1	1	0	1	1	1	1	1	0	0	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	II	IV	252	1	1	0	1	1	1	1	1	0	0	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	II	V	253	1	1	0	1	1	1	1	1	0	0	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	II	V	254	1	1	0	1	1	1	1	1	0	0	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	II	V	255	1	1	0	1	1	1	1	1	0	0	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	II	V	256	1	1	0	1	1	1	1	1	0	0	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	II	V	257	1	1	0	1	1	1	1	1	0	0	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	II	VI	258	1	1	0	1	0	1	1	1	1	0	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	II	VI	259	1	1	0	1	0	1	1	1	1	0	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	II	VI	260	1	1	0	1	0	1	1	1	1	0	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	II	VI	261	1	1	0	1	0	1	1	1	1	0	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	II	VI	262	1	1	0	1	0	1	1	1	1	0	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	II	VI	263	1	1	0	1	0	1	1	1	1	0	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	II	VI	264	1	1	0	1	0	1	1	1	1	0	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	II	VI	265	1	1	0	1	0	1	1	1	1	0	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	II	VI	266	1	1	0	1	0	1	1	1	1	0	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	II	VI	267	1	1	0	1	0	1	1	1	1	0	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	II	VI	268	1	1	0	1	0	1	1	1	1	0	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	II	VI	269	1	1	0	1	0	1	1	1	1	0	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	II	VI	270	1	1	0	1	0	1	1	1	1	0	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	II	VI	271	1	1	0	1	0	1	1	1	1	0	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	II	VI	272	1	1	0	1	0	1	1	1	1	0	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	II	VI	273	1	1	0	1	0	1	1	1	1	0	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	II	VI	274	1	1	0	1	0	1	1	1	1	0	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	II	VI	275	1	1	0	1	0	1	1	1	1	0	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	II	VI	276	1	1	0	1	0	1	1	1	1	0	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	II	VI	277	1	1	0	1	0	1	1	1	1	0	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	III	I	278	0	0	0	0	0	0	1	1	0	0	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	III	I	279	0	0	0	0	0	0	1	1	0	0	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	III	I	280	0	0	0	0	0	0	1	1	0	0	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	III	I	281	0	0	0	0	0	0	1	1	0	0	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	III	I	282	0	0	0	0	0	0	1	1	0	0	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	III	I	283	0	0	0	0	0	0	1	1	0	0	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	III	I	284	0	0	0	0	0	0	1	1	0	0	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	III	I	285	0	0	0	0	0	0	1	1	0	0	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	III	I	286	0	0	0	0	0	0	1	1	0	0	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	III	I	287	0	0	0	0	0	0	1	1	0	0	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	III	I	288	0	0	0	0	0	0	1	1	0	0	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	III	I	289	0	0	0	0	0	0	1	1	0	0	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	III	I	290	0	0	0	0	0	0	1	1	0	0	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	III	I	291	0	0	0	0	0	0	1	1	0	0	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	III	I	292	0	0	0	0	0	0	1	1	0	0	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	III	I	293	0	0	0	0	0	0	1	1	0	0	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	III	I	294	0	0	0	0	0	0	1	1	0	0	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	III	I	295	0	0	0	0	0	0	1	1	0	0	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	III	I	296	0	0	0	0	0	0	1	1	0	0	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	III	I	297	0	0	0	0	0	0	1	1	0	0	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	III	I	298	0	0	0	0	0	0	1	1	0	0	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	III	I	299	0	0	0	0	0	0	1	1	0	0	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	III	II	300	0	0	0	1	0	0	1	1	0	0	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	III	II	301	0	0	0	1	0	0	1	1	0	0	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	III	II	302	0	0	0	1	0	0	1	1	0	0	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	III	II	303	0	0	0	1	0	0	1	1	0	0	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	III	III	304	0	0	0	1	1	0	1	1	0	0	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	III	III	305	0	0	0	1	1	0	1	1	0	0	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	III	III	306	0	0	0	1	1	0	1	1	0	0	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	III	III	307	0	0	0	1	1	0	1	1	0	0	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	III	III	308	0	0	0	1	1	0	1	1	0	0	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	III	III	309	0	0	0	1	1	0	1	1	0	0	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	III	IV	310	0	0	0	1	0	0	0	0	0	1	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	III	IV	311	0	0	0	1	0	0	0	0	0	1	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	III	IV	312	0	0	0	1	0	0	0	0	0	1	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	III	IV	313	0	0	0	1	0	0	0	0	0	1	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	III	IV	314	0	0	0	1	0	0	0	0	0	1	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	III	IV	315	0	0	0	1	0	0	0	0	0	1	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	III	IV	316	0	0	0	1	0	0	0	0	0	1	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	III	IV	317	0	0	0	1	0	0	0	0	0	1	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	III	IV	318	0	0	0	1	0	0	0	0	0	1	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	III	IV	319	0	0	0	1	0	0	0	0	0	1	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	III	IV	320	0	0	0	1	0	0	0	0	0	1	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	III	IV	321	0	0	0	1	0	0	0	0	0	1	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	III	IV	322	0	0	0	1	0	0	0	0	0	1	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	III	IV	323	0	0	0	1	0	0	0	0	0	1	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	III	IV	324	0	0	0	1	0	0	0	0	0	1	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	III	IV	325	0	0	0	1	0	0	0	0	0	1	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	III	IV	326	0	0	0	1	0	0	0	0	0	1	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	III	V	327	0	1	0	0	0	0	0	0	0	1	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	III	V	328	0	1	0	0	0	0	0	0	0	1	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	III	V	329	0	1	0	0	0	0	0	0	0	1	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	III	V	330	0	1	0	0	0	0	0	0	0	1	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	III	V	331	0	1	0	0	0	0	0	0	0	1	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	III	V	332	0	1	0	0	0	0	0	0	0	1	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	III	V	333	0	1	0	0	0	0	0	0	0	1	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	III	V	334	0	1	0	0	0	0	0	0	0	1	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	III	V	335	0	1	0	0	0	0	0	0	0	1	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	III	V	336	0	1	0	0	0	0	0	0	0	1	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	III	V	337	0	1	0	0	0	0	0	0	0	1	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	III	V	338	0	1	0	0	0	0	0	0	0	1	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	III	V	339	0	1	0	0	0	0	0	0	0	1	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	III	V	340	0	1	0	0	0	0	0	0	0	1	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	III	V	341	0	1	0	0	0	0	0	0	0	1	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	III	V	342	0	1	0	0	0	0	0	0	0	1	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	III	V	343	0	1	0	0	0	0	0	0	0	1	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	IV	I	344	1	0	0	0	0	1	0	0	0	0	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	IV	I	345	1	0	0	0	0	1	0	0	0	0	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	IV	I	346	1	0	0	0	0	1	0	0	0	0	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	IV	I	347	1	0	0	0	0	1	0	0	0	0	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	IV	I	348	1	0	0	0	0	1	0	0	0	0	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	IV	I	349	1	0	0	0	0	1	0	0	0	0	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	IV	I	350	1	0	0	0	0	1	0	0	0	0	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	IV	I	351	1	0	0	0	0	1	0	0	0	0	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	IV	I	352	1	0	0	0	0	1	0	0	0	0	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	IV	I	353	1	0	0	0	0	1	0	0	0	0	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	IV	I	354	1	0	0	0	0	1	0	0	0	0	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	IV	II	355	1	1	0	0	0	1	0	0	0	0	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	IV	II	356	1	1	0	0	0	1	0	0	0	0	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	IV	II	357	1	1	0	0	0	1	0	0	0	0	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	IV	II	358	1	1	0	0	0	1	0	0	0	0	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	IV	II	359	1	1	0	0	0	1	0	0	0	0	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	IV	II	360	1	1	0	0	0	1	0	0	0	0	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	IV	II	361	1	1	0	0	0	1	0	0	0	0	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	IV	II	362	1	1	0	0	0	1	0	0	0	0	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	IV	II	363	1	1	0	0	0	1	0	0	0	0	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	IV	II	364	1	1	0	0	0	1	0	0	0	0	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	IV	II	365	1	1	0	0	0	1	0	0	0	0	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	IV	II	366	1	1	0	0	0	1	0	0	0	0	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	IV	II	367	1	1	0	0	0	1	0	0	0	0	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	IV	II	368	1	1	0	0	0	1	0	0	0	0	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	IV	II	369	1	1	0	0	0	1	0	0	0	0	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	IV	II	370	1	1	0	0	0	1	0	0	0	0	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	IV	II	371	1	1	0	0	0	1	0	0	0	0	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	IV	II	372	1	1	0	0	0	1	0	0	0	0	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	IV	III	373	0	1	0	1	0	0	0	0	0	0	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	IV	III	374	0	1	0	1	0	0	0	0	0	0	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	IV	III	375	0	1	0	1	0	0	0	0	0	0	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	IV	III	376	0	1	0	1	0	0	0	0	0	0	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	IV	III	377	0	1	0	1	0	0	0	0	0	0	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	IV	III	378	0	1	0	1	0	0	0	0	0	0	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	IV	III	379	0	1	0	1	0	0	0	0	0	0	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	IV	III	380	0	1	0	1	0	0	0	0	0	0	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	IV	III	381	0	1	0	1	0	0	0	0	0	0	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	IV	III	382	0	1	0	1	0	0	0	0	0	0	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	IV	III	383	0	1	0	1	0	0	0	0	0	0	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	IV	III	384	0	1	0	1	0	0	0	0	0	0	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	IV	III	385	0	1	0	1	0	0	0	0	0	0	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	IV	III	386	0	1	0	1	0	0	0	0	0	0	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	IV	III	387	0	1	0	1	0	0	0	0	0	0	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	IV	III	388	0	1	0	1	0	0	0	0	0	0	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	IV	III	389	0	1	0	1	0	0	0	0	0	0	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	IV	III	390	0	1	0	1	0	0	0	0	0	0	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	IV	III	391	0	1	0	1	0	0	0	0	0	0	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	IV	III	392	0	1	0	1	0	0	0	0	0	0	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	IV	III	393	0	1	0	1	0	0	0	0	0	0	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	IV	III	394	0	1	0	1	0	0	0	0	0	0	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	IV	III	395	0	1	0	1	0	0	0	0	0	0	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	IV	III	396	0	1	0	1	0	0	0	0	0	0	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	IV	III	397	0	1	0	1	0	0	0	0	0	0	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	IV	III	398	0	1	0	1	0	0	0	0	0	0	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	IV	III	399	0	1	0	1	0	0	0	0	0	0	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	IV	III	400	0	1	0	1	0	0	0	0	0	0	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	IV	III	401	0	1	0	1	0	0	0	0	0	0	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	IV	III	402	0	1	0	1	0	0	0	0	0	0	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	IV	III	403	0	1	0	1	0	0	0	0	0	0	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	IV	III	404	0	1	0	1	0	0	0	0	0	0	0
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	IV	IV	405	0	1	0	1	0	0	0	0	0	0	1
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	IV	IV	406	0	1	0	1	0	0	0	0	0	0	1
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	IV	IV	407	0	1	0	1	0	0	0	0	0	0	1
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	IV	IV	408	0	1	0	1	0	0	0	0	0	0	1
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	IV	IV	409	0	1	0	1	0	0	0	0	0	0	1
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	IV	IV	410	0	1	0	1	0	0	0	0	0	0	1
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	IV	IV	411	0	1	0	1	0	0	0	0	0	0	1
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	IV	IV	412	0	1	0	1	0	0	0	0	0	0	1
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	IV	IV	413	0	1	0	1	0	0	0	0	0	0	1
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	IV	IV	414	0	1	0	1	0	0	0	0	0	0	1
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	IV	IV	415	0	1	0	1	0	0	0	0	0	0	1
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	IV	IV	416	0	1	0	1	0	0	0	0	0	0	1
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	IV	IV	417	0	1	0	1	0	0	0	0	0	0	1
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	IV	IV	418	0	1	0	1	0	0	0	0	0	0	1
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	IV	IV	419	0	1	0	1	0	0	0	0	0	0	1
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	IV	IV	420	0	1	0	1	0	0	0	0	0	0	1
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	IV	IV	421	0	1	0	1	0	0	0	0	0	0	1
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	IV	IV	422	0	1	0	1	0	0	0	0	0	0	1
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	IV	IV	423	0	1	0	1	0	0	0	0	0	0	1
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	IV	IV	424	0	1	0	1	0	0	0	0	0	0	1
LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE	IV	IV	425	0	1	0	1	0	0	0	0	0	0	1
