piece	acte	scene	replique	id	nom	texte	didascalie
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	II	II	305	SGANARELLE	SGANARELLE	Peste ! Le joli meuble que voilà ! Ah Nourrice ! Charmante Nourrice, ma médecine est la très humble esclave de votre nourricerie ; et je voudrais bien être le petit poupon fortuné qui tetât le lait de vos bonnes grâces. <didascalie>Il lui porte la main sur le sein.</didascalie>Tous mes remèdes, toute ma science, toute ma capacité est à votre service, et...	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	II	II	306	LUCAS	LUCAS	Avec votre parmission, Monsieu le Médecin, laissez là ma femme, je vous prie.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	II	II	307	SGANARELLE	SGANARELLE	Quoi, est-elle votre femme ?	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	II	II	308	LUCAS	LUCAS	Oui.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	II	II	309	SGANARELLE	SGANARELLE	<didascalie>Il fait semblant d'embrasser Lucas, et se tournant du côté de la Nourrice, il l'embrasse.</didascalie>Ah vraiment, je ne savais pas cela : et je m'en réjouis pour l'amour de l'un et de l'autre.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	II	II	310	LUCAS	LUCAS, en le tirant	Tout doucement, s'il vous plaît.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	II	II	311	SGANARELLE	SGANARELLE	Je vous assure que je suis ravi que vous soyez unis ensemble. <didascalie>Il fait encore semblant d'embrasser Lucas, et, passant dessous ses bras, se jette au col de sa femme.</didascalie>Je la félicite d'avoir un mari comme vous : et je vous félicite vous, d'avoir une femme si belle, si sage, et si bien faite, comme elle est.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	II	II	312	LUCAS	LUCAS, en le tirant encore	Eh testigué, point tant de compliment, je vous supplie.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	II	II	313	SGANARELLE	SGANARELLE	Ne voulez-vous pas que je me réjouisse avec vous, d'un si bel assemblage ?	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	II	II	314	LUCAS	LUCAS	Avec moi, tant qu'il vous plaira : mais avec ma femme, trêve de sarimonie.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	II	II	315	SGANARELLE	SGANARELLE	Je prends part également au bonheur de tous deux ; et...<didascalie>Il continue le même jeu.</didascalie>si je vous embrasse pour vous en témoigner ma joie, je l'embrasse de même pour lui en témoigner aussi...	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	II	II	316	LUCAS	LUCAS, en le tirant derechef	Ah vartigué, Monsieu le Médecin, que de lantiponages.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	II	III	317	GÉRONTE	GÉRONTE	Monsieur, voici tout à l'heure ma fille qu'on va vous amener.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	II	III	318	SGANARELLE	SGANARELLE	Je l'attends, Monsieur, avec toute la médecine.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	II	III	319	GÉRONTE	GÉRONTE	Où est-elle ?	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	II	III	320	SGANARELLE	SGANARELLE, se touchant le front	Là dedans.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	II	III	321	GÉRONTE	GÉRONTE	Fort bien.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	II	III	322	SGANARELLE	SGANARELLE, en voulant toucher les tétons de la nourrice	Mais, comme je m'intéresse à toute votre famille, il faut que j'essaye un peu le lait de votre nourrice : et que je visite son sein.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	II	III	323	LUCAS	LUCAS, le tirant, en lui faisant faire la pirouette	Nanin, nanin ; je n'avons que faire de ça.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	II	III	324	SGANARELLE	SGANARELLE	C'est l'office du médecin, de voir les tétons des nourrices.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	II	III	325	LUCAS	LUCAS	Il gnia office qui quienne, je sis votre sarviteur.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	II	III	326	SGANARELLE	SGANARELLE	As-tu bien la hardiesse de t'opposer au médecin ? Hors de là !	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	II	III	327	LUCAS	LUCAS	Je me moque de çà.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	II	III	328	SGANARELLE	SGANARELLE, en le regardant de travers	Je te donnerai la fièvre.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	II	III	329	JACQUELINE	JACQUELINE, prenant Lucas par le bras et lui faisant aussi faire la pirouette	Ôte-toi de là, aussi, est-ce que je ne sis pas assez grande pour me défendre moi-même, s'il me fait quelque chose, qui ne soit pas à faire ?	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	II	III	330	LUCAS	LUCAS	Je ne veux pas qu'il te tâte, moi.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	II	III	331	SGANARELLE	SGANARELLE	Fi, le vilain, qui est jaloux de sa femme.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	II	III	332	GÉRONTE	GÉRONTE	Voici ma fille.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	II	IV	333	SGANARELLE	SGANARELLE	Est-ce là, la malade ?	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	II	IV	334	GÉRONTE	GÉRONTE	Oui, je n'ai qu'elle de fille : et j'aurais tous les regrets du monde si elle venait à mourir.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	II	IV	335	SGANARELLE	SGANARELLE	Qu'elle s'en garde bien, il ne faut pas qu'elle meure sans l'ordonnance du médecin.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	II	IV	336	GÉRONTE	GÉRONTE	Allons, un siège.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	II	IV	337	SGANARELLE	SGANARELLE	Voilà une malade qui n'est pas tant dégoûtante : et je tiens qu'un homme bien sain s'en accommoderait assez.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	II	IV	338	GÉRONTE	GÉRONTE	Vous l'avez fait rire, Monsieur.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	II	IV	339	SGANARELLE	SGANARELLE	Tant mieux : lorsque le médecin fait rire le malade, c'est le meilleur signe du monde. Eh bien, de quoi est-il question ? Qu'avez-vous ? Quel est le mal que vous sentez ?	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	II	IV	340	LUCINDE	LUCINDE, répond par signes, en portant sa main à sa bouche, à sa tête et sous son menton	Han, hi, hom, han.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	II	IV	341	SGANARELLE	SGANARELLE	Eh ! Que dites-vous ?	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	II	IV	342	LUCINDE	LUCINDE, continue les mêmes gestes	Han, hi, hom, han, han, hi, hom.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	II	IV	343	SGANARELLE	SGANARELLE	Quoi ?	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	II	IV	344	LUCINDE	LUCINDE	Han, hi, hom.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	II	IV	345	SGANARELLE	SGANARELLE, la contrefaisant	Han, hi, hom, han, ha : je ne vous entends point. Quel diable de langage est-ce là ?	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	II	IV	346	GÉRONTE	GÉRONTE	Monsieur, c'est là sa maladie. Elle est devenue muette, sans que jusques ici on en ait pu savoir la cause : et c'est un accident qui a fait reculer son mariage.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	II	IV	347	SGANARELLE	SGANARELLE	Et pourquoi ?	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	II	IV	348	GÉRONTE	GÉRONTE	Celui qu'elle doit épouser veut attendre sa guérison pour conclure les choses.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	II	IV	349	SGANARELLE	SGANARELLE	Et qui est ce sot-là, qui ne veut pas que sa femme soit muette ? Plût à Dieu que la mienne eût cette maladie, je me garderais bien de la vouloir guérir.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	II	IV	350	GÉRONTE	GÉRONTE	Enfin, Monsieur, nous vous prions d'employer tous vos soins pour la soulager de son mal.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	II	IV	351	SGANARELLE	SGANARELLE	Ah ! Ne vous mettez pas en peine. Dites-moi un peu, ce mal l'oppresse-t-il beaucoup ?	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	II	IV	352	GÉRONTE	GÉRONTE	Oui, Monsieur.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	II	IV	353	SGANARELLE	SGANARELLE	Tant mieux. Sent-elle de grandes douleurs ?	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	II	IV	354	GÉRONTE	GÉRONTE	Fort grandes.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	II	IV	355	SGANARELLE	SGANARELLE	C'est fort bien fait. Va-t-elle où vous savez ?	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	II	IV	356	GÉRONTE	GÉRONTE	Oui.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	II	IV	357	SGANARELLE	SGANARELLE	Copieusement ?	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	II	IV	358	GÉRONTE	GÉRONTE	Je n'entends rien à cela.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	II	IV	359	SGANARELLE	SGANARELLE	La matière est-elle louable ?	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	II	IV	360	GÉRONTE	GÉRONTE	Je ne me connais pas à ces choses.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	II	IV	361	SGANARELLE	SGANARELLE, se tournant vers la malade	Donnez-moi votre bras. Voilà un pouls qui marque que votre fille est muette.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	II	IV	362	GÉRONTE	GÉRONTE	Eh ! Oui, Monsieur, c'est là son mal : vous l'avez trouvé tout du premier coup.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	II	IV	363	SGANARELLE	SGANARELLE	Ah, ah.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	II	IV	364	JACQUELINE	JACQUELINE	Voyez, comme il a deviné sa maladie !	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	II	IV	365	SGANARELLE	SGANARELLE	Nous autres grands médecins, nous connaissons d'abord, les choses. Un ignorant aurait été embarrassé, et vous eût été dire, c'est ceci, c'est cela : mais moi, je touche au but du premier coup, et je vous apprends que votre fille est muette.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	II	IV	366	GÉRONTE	GÉRONTE	Oui, mais je voudrais bien que vous me pussiez dire d'où cela vient.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	II	IV	367	SGANARELLE	SGANARELLE	Il n'est rien plus aisé. Cela vient de ce qu'elle a perdu la parole.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	II	IV	368	GÉRONTE	GÉRONTE	Fort bien : mais la cause, s'il vous plaît, qui fait qu'elle a perdu la parole ?	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	II	IV	369	SGANARELLE	SGANARELLE	Tous nos meilleurs auteurs vous diront que c'est l'empêchement de l'action de sa langue.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	II	IV	370	GÉRONTE	GÉRONTE	Mais encore, vos sentiments sur cet empêchement de l'action de sa langue ?	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	II	IV	371	SGANARELLE	SGANARELLE	Aristote, là-dessus, dit... de fort belles choses.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	II	IV	372	GÉRONTE	GÉRONTE	Je le crois.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	II	IV	373	SGANARELLE	SGANARELLE	Ah ! C'était un grand homme !	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	II	IV	374	GÉRONTE	GÉRONTE	Sans doute.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	II	IV	375	SGANARELLE	SGANARELLE, levant son bras depuis le coude	Grand homme tout à fait : un homme qui était plus grand que moi de tout cela. Pour revenir donc à notre raisonnement. Je tiens que cet empêchement de l'action de sa langue est causé par de certaines humeurs, qu'entre nous autres, savants, nous appelons humeurs peccantes, peccantes, c'est-à-dire... humeurs peccantes : d'autant que les vapeurs formées par les exhalaisons des influences qui s'élèvent dans la région des maladies, venant... pour ainsi dire...  à... Entendez-vous le latin ?	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	II	IV	376	GÉRONTE	GÉRONTE	En aucune façon.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	II	IV	377	SGANARELLE	SGANARELLE, se tenant avec étonnement	Vous n'entendez point le latin !	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	II	IV	378	GÉRONTE	GÉRONTE	Non.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	II	IV	379	SGANARELLE	SGANARELLE, en faisant diverses plaisantes postures	Cabricias arci thuram, catalamus, singulariter, nominativo haec Musa la Muse, bonus, bona, bonum, Deus sanctus, est ne oratio latinas ? Etiam, oui, quare, pourquoi, quia substantivo, et adjectivum concordat in generi, numerum, et casus.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	II	IV	380	GÉRONTE	GÉRONTE	Ah ! Que n'ai-je étudié ?	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	II	IV	381	JACQUELINE	JACQUELINE	L'habile homme que velà !	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	II	IV	382	LUCAS	LUCAS	Oui, ça est si biau, que je n'y entends goutte.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	II	IV	383	SGANARELLE	SGANARELLE	Or ces vapeurs dont je vous parle venant à passer, du côté gauche, où est le foie, au côté droit, où est le coeur, il se trouve que le poumon, que nous appelons en latin armyan, ayant communication avec le cerveau, que nous nommons en grec nasmus, par le moyen de la veine cave, que nous appelons en hébreu, cubile, rencontre en son chemin lesdites vapeurs, qui remplissent les ventricules de l'omoplate ; et parce que lesdites vapeurs... Comprenez bien ce raisonnement, je vous prie ; et parce que lesdites vapeurs ont une certaine malignité... Écoutez bien ceci, je vous conjure.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	II	IV	384	GÉRONTE	GÉRONTE	Oui.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	II	IV	385	SGANARELLE	SGANARELLE	Ont une certaine malignité, qui est causée... Soyez attentif, s'il vous plaît.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	II	IV	386	GÉRONTE	GÉRONTE	Je le suis.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	II	IV	387	SGANARELLE	SGANARELLE	Qui est causée par l'âcreté des humeurs, engendrées dans la concavité du diaphragme, il arrive que ces vapeurs... Ossabandus, nequeys, nequer, potarinum, quipsa milus. Voilà justement ce qui fait que votre fille est muette.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	II	IV	388	JACQUELINE	JACQUELINE	Ah ! Que ça est bian dit, notte homme !	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	II	IV	389	LUCAS	LUCAS	Que n'ai-je la langue aussi bian pendue ?	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	II	IV	390	GÉRONTE	GÉRONTE	On ne peut pas mieux raisonner, sans doute. Il n'y a qu'une seule chose qui m'a choqué. C'est l'endroit du foie et du coeur. Il me semble que vous les placez autrement qu'ils ne sont. Que le coeur est du côté gauche, et le foie du côté droit.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	II	IV	391	SGANARELLE	SGANARELLE	Oui, cela était, autrefois, ainsi ; mais nous avons changé tout cela, et nous faisons maintenant la médecine d'une méthode toute nouvelle.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	II	IV	392	GÉRONTE	GÉRONTE	C'est ce que je ne savais pas : et je vous demande pardon de mon ignorance.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	II	IV	393	SGANARELLE	SGANARELLE	Il n'y a point de mal : et vous n'êtes pas obligé d'être aussi habile que nous.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	II	IV	394	GÉRONTE	GÉRONTE	Assurément : Mais, Monsieur, que croyez-vous qu'il faille faire à cette maladie ?	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	II	IV	395	SGANARELLE	SGANARELLE	Ce que je crois qu'il faille faire ?	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	II	IV	396	GÉRONTE	GÉRONTE	Oui.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	II	IV	397	SGANARELLE	SGANARELLE	Mon avis est qu'on la remette sur son lit : et qu'on lui fasse prendre pour remède, quantité de pain trempé dans du vin.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	II	IV	398	GÉRONTE	GÉRONTE	Pourquoi cela, Monsieur ?	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	II	IV	399	SGANARELLE	SGANARELLE	Parce qu'il y a dans le vin et le pain, mêlés ensemble, une vertu sympathique qui fait parler. Ne voyez-vous pas bien qu'on ne donne autre chose aux perroquets : et qu'ils apprennent à parler en mangeant de cela ?	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	II	IV	400	GÉRONTE	GÉRONTE	Cela est vrai, ah ! Le grand homme ! Vite, quantité de pain et de vin !	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	II	IV	401	SGANARELLE	SGANARELLE	Je reviendrai voir, sur le soir, en quel état elle sera. <didascalie>À la nourrice.</didascalie>Doucement, vous. Monsieur, voilà une nourrice à laquelle il faut que je fasse quelques petits remèdes.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	II	IV	402	JACQUELINE	JACQUELINE	Qui, moi ? Je me porte le mieux du monde.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	II	IV	403	SGANARELLE	SGANARELLE	Tant pis, Nourrice, tant pis. Cette grande santé est à craindre : et il ne sera mauvais de vous faire quelque petite saignée amiable, de vous donner quelque petit clystère dulcifiant.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	II	IV	404	GÉRONTE	GÉRONTE	Mais, Monsieur, voilà une mode que je ne comprends point. Pourquoi s'aller faire saigner quand on n'a point de maladie ?	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	II	IV	405	SGANARELLE	SGANARELLE	Il n'importe, la mode en est salutaire ; et comme on boit pour la soif à venir, il faut se faire aussi saigner pour la maladie à venir.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	II	IV	406	JACQUELINE	JACQUELINE, en se retirant	Ma fi, je me moque de ça, et je ne veux point faire de mon corps une boutique d'apothicaire.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	II	IV	407	SGANARELLE	SGANARELLE	Vous êtes rétive aux remèdes ; mais nous saurons vous soumettre à la raison. <didascalie>Parlant à Géronte.</didascalie>Je vous donne le bonjour.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	II	IV	408	GÉRONTE	GÉRONTE	Attendez un peu, s'il vous plaît.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	II	IV	409	SGANARELLE	SGANARELLE	Que voulez-vous faire ?	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	II	IV	410	GÉRONTE	GÉRONTE	Vous donner de l'argent, Monsieur.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	II	IV	411	SGANARELLE	SGANARELLE, tendant sa main derrière, par-dessous sa robe, tandis que Géronte ouvre sa bourse	Je n'en prendrai pas, Monsieur.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	II	IV	412	GÉRONTE	GÉRONTE	Monsieur.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	II	IV	413	SGANARELLE	SGANARELLE	Point du tout.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	II	IV	414	GÉRONTE	GÉRONTE	Un petit moment.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	II	IV	415	SGANARELLE	SGANARELLE	En aucune façon.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	II	IV	416	GÉRONTE	GÉRONTE	De grâce !	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	II	IV	417	SGANARELLE	SGANARELLE	Vous vous moquez.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	II	IV	418	GÉRONTE	GÉRONTE	Voilà qui est fait.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	II	IV	419	SGANARELLE	SGANARELLE	Je n'en ferai rien.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	II	IV	420	GÉRONTE	GÉRONTE	Eh !	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	II	IV	421	SGANARELLE	SGANARELLE	Ce n'est pas l'argent qui me fait agir.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	II	IV	422	GÉRONTE	GÉRONTE	Je le crois.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	II	IV	423	SGANARELLE	SGANARELLE, après avoir pris l'argent	Cela est-il de poids ?	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	II	IV	424	GÉRONTE	GÉRONTE	Oui, Monsieur.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	II	IV	425	SGANARELLE	SGANARELLE	Je ne suis pas un médecin mercenaire.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	II	IV	426	GÉRONTE	GÉRONTE	Je le sais bien.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	II	IV	427	SGANARELLE	SGANARELLE	L'intérêt ne me gouverne point.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	II	IV	428	GÉRONTE	GÉRONTE	Je n'ai pas cette pensée.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	II	V	429	SGANARELLE	SGANARELLE, regardant son argent	Ma foi ! Cela ne va pas mal, et pourvu que...	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	II	V	430	LÉANDRE	LÉANDRE	Monsieur, il y a longtemps que je vous attends : et je viens implorer votre assistance.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	II	V	431	SGANARELLE	SGANARELLE, lui prenant le poignet	Voilà un pouls qui est fort mauvais.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	II	V	432	LÉANDRE	LÉANDRE	Je ne suis point malade, Monsieur, et ce n'est pas pour cela que je viens à vous.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	II	V	433	SGANARELLE	SGANARELLE	Si vous n'êtes pas malade, que diable ne le dites-vous donc.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	II	V	434	LÉANDRE	LÉANDRE	Non : pour vous dire la chose en deux mots, je m'appelle Léandre, qui suis amoureux de Lucinde, que vous venez de visiter : et comme, par la mauvaise humeur, de son père, toute sorte d'accès m'est fermé auprès d'elle, je me hasarde à vous prier de vouloir servir mon amour : et de me donner lieu d'exécuter un stratagème que j'ai trouvé, pour lui pouvoir dire deux mots, d'où dépendent absolument mon bonheur et ma vie.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	II	V	435	SGANARELLE	SGANARELLE, paraissant en colère	Pour qui me prenez-vous ? Comment oser vous adresser à moi, pour vous servir dans votre amour, et vouloir ravaler la dignité de médecin, à des emplois de cette nature ?	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	II	V	436	LÉANDRE	LÉANDRE	Monsieur, ne faites point de bruit.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	II	V	437	SGANARELLE	SGANARELLE, en le faisant reculer	J'en veux faire, moi, vous êtes un impertinent.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	II	V	438	LÉANDRE	LÉANDRE	Eh ! Monsieur, doucement.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	II	V	439	SGANARELLE	SGANARELLE	Un malavisé.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	II	V	440	LÉANDRE	LÉANDRE	De grâce.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	II	V	441	SGANARELLE	SGANARELLE	Je vous apprendrai que je ne suis point homme à cela : et que c'est une insolence extrême...	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	II	V	442	LÉANDRE	LÉANDRE, tirant une bourse qu'il lui donne	Monsieur.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	II	V	443	SGANARELLE	SGANARELLE, tenant la bourse	De vouloir m'employer... Je ne parle pas pour vous, car vous êtes honnête homme, et je serois ravi de vous rendre service. Mais il y a de certains impertinents au monde, qui viennent prendre les gens pour ce qu'ils ne sont pas : et je vous avoue que cela me met en colère.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	II	V	444	LÉANDRE	LÉANDRE	Je vous demande pardon, Monsieur, de la liberté que...	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	II	V	445	SGANARELLE	SGANARELLE	Vous vous moquez : de quoi est-il question ?	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	II	V	446	LÉANDRE	LÉANDRE	Vous saurez, donc, Monsieur, que cette maladie que vous voulez guérir, est une feinte maladie. Les médecins ont raisonné là-dessus, comme il faut ; et ils n'ont pas manqué de dire, que cela procédait, qui du cerveau, qui des entrailles, qui, de la rate, qui du foie. Mais il est certain que l'amour en est la véritable cause : et que Lucinde n'a trouvé cette maladie, que pour se délivrer d'un mariage, dont elle était importunée. Mais, de crainte qu'on ne nous voye ensemble, retirons-nous d'ici : et je vous dirai en marchant, ce que je souhaite de vous.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	II	V	447	SGANARELLE	SGANARELLE	Allons, Monsieur, vous m'avez donné pour votre amour, une tendresse qui n'est pas concevable : et j'y perdrai toute ma médecine, ou la malade crèvera, ou bien elle sera à vous.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	III	I	448	LÉANDRE	LÉANDRE	Il me semble que je ne suis pas mal ainsi, pour un apothicaire : et comme le père ne m'a guère vu, ce changement d'habit, et de perruque, est assez capable, je crois, de me déguiser à ses yeux.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	III	I	449	SGANARELLE	SGANARELLE	Sans doute.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	III	I	450	LÉANDRE	LÉANDRE	Tout ce que je souhaiterais, serait de savoir cinq ou six grands mots de médecine, pour parer mon discours, et me donner l'air d'habile homme.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	III	I	451	SGANARELLE	SGANARELLE	Allez, allez, tout cela n'est pas nécessaire. Il suffit de l'habit : et je n'en sais pas plus que vous.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	III	I	452	LÉANDRE	LÉANDRE	Comment !	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	III	I	453	SGANARELLE	SGANARELLE	Diable emporte, si j'entends rien en médecine. Vous êtes honnête homme : et je veux bien me confier à vous, comme vous vous confiez à moi.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	III	I	454	LÉANDRE	LÉANDRE	Quoi, vous n'êtes pas effectivement...	
