piece	acte	scene	replique	id	nom	texte	didascalie
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	I	V	146	SGANARELLE	SGANARELLE, à part	<didascalie>Ici, il pose sa bouteille à terre, et Valère se baissant pour le saluer, comme il croit que c'est à dessein de la prendre, il la met de l'autre côté ; ensuite de quoi, Lucas faisant la même chose, il la reprend et la tient contre son estomac, avec divers gestes qui font un grand jeu de théâtre.</didascalie>Ils consultent en me regardant. Quel dessein auraient-ils ?	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	I	V	147	VALÈRE	VALÈRE	Monsieur, n'est-ce pas vous qui vous appelez Sganarelle ?	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	I	V	148	SGANARELLE	SGANARELLE	Eh quoi ?	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	I	V	149	VALÈRE	VALÈRE	Je vous demande si ce n'est pas vous, qui se nomme Sganarelle.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	I	V	150	SGANARELLE	SGANARELLE, se tournant vers Valère, puis vers Lucas	Oui, et non, selon ce que vous lui voulez.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	I	V	151	VALÈRE	VALÈRE	Nous ne voulons que lui faire toutes les civilités que nous pourrons.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	I	V	152	SGANARELLE	SGANARELLE	En ce cas, c'est moi, qui se nomme Sganarelle.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	I	V	153	VALÈRE	VALÈRE	Monsieur, nous sommes ravis de vous voir. On nous a adressés à vous pour ce que nous cherchons ; et nous venons implorer votre aide, dont nous avons besoin.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	I	V	154	SGANARELLE	SGANARELLE	Si c'est quelque chose, Messieurs, qui dépende de mon petit négoce, je suis tout prêt à vous rendre service.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	I	V	155	VALÈRE	VALÈRE	Monsieur, c'est trop de grâce que vous nous faites. Mais, Monsieur, couvrez-vous, s'il vous plaît ; le soleil pourrait vous incommoder.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	I	V	156	LUCAS	LUCAS	Monsieur, boutez dessus.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	I	V	157	SGANARELLE	SGANARELLE, bas	Voici des gens bien pleins de cérémonie.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	I	V	158	VALÈRE	VALÈRE	Monsieur, il ne faut pas trouver étrange que nous venions à vous : les habiles gens sont toujours recherchés, et nous sommes instruits de votre capacité.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	I	V	159	SGANARELLE	SGANARELLE	Il est vrai, Messieurs, que je suis le premier homme du monde pour faire des fagots.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	I	V	160	VALÈRE	VALÈRE	Ah ! Monsieur... 	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	I	V	161	SGANARELLE	SGANARELLE	Je n'y épargne aucune chose, et les fais d'une façon qu'il n'y a rien à dire.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	I	V	162	VALÈRE	VALÈRE	Monsieur, ce n'est pas cela dont il est question.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	I	V	163	SGANARELLE	SGANARELLE	Mais aussi je les vends cent dix sols, le cent.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	I	V	164	VALÈRE	VALÈRE	Ne parlons point de cela, s'il vous plaît.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	I	V	165	SGANARELLE	SGANARELLE	Je vous promets, que je ne saurais les donner à moins.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	I	V	166	VALÈRE	VALÈRE	Monsieur, nous savons les choses.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	I	V	167	SGANARELLE	SGANARELLE	Si vous savez les choses, vous savez que je les vends cela.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	I	V	168	VALÈRE	VALÈRE	Monsieur, c'est se moquer que...	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	I	V	169	SGANARELLE	SGANARELLE	Je ne me moque point, je n'en puis rien rabattre.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	I	V	170	VALÈRE	VALÈRE	Parlons d'autre façon, de grâce.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	I	V	171	SGANARELLE	SGANARELLE	Vous en pourrez trouver autre part, à moins : il y a fagots et fagots. Mais pour ceux que je fais...	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	I	V	172	VALÈRE	VALÈRE	Eh ? Monsieur, laissons là, ce discours.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	I	V	173	SGANARELLE	SGANARELLE	Je vous jure que vous ne les auriez pas, s'il s'en fallait un double.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	I	V	174	VALÈRE	VALÈRE	Eh fi.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	I	V	175	SGANARELLE	SGANARELLE	Non, en conscience, vous en payerez cela. Je vous parle sincèrement, et ne suis pas homme à surfaire.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	I	V	176	VALÈRE	VALÈRE	Faut-il, Monsieur, qu'une personne comme vous s'amuse à ces grossières feintes ? S'abaisse à parler de la sorte ? Qu'un homme si savant, un fameux médecin, comme vous êtes, veuille se déguiser aux yeux du monde, et tenir enterrés les beaux talents qu'il a ?	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	I	V	177	SGANARELLE	SGANARELLE, à part	Il est fou.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	I	V	178	VALÈRE	VALÈRE	De grâce, Monsieur, ne dissimulez point avec nous.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	I	V	179	SGANARELLE	SGANARELLE	Comment ?	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	I	V	180	LUCAS	LUCAS	Tout ce tripotage ne sart de rian, je savons, çen que je savons.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	I	V	181	SGANARELLE	SGANARELLE	Quoi, donc, que me voulez-vous dire ? Pour qui me prenez-vous ?	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	I	V	182	VALÈRE	VALÈRE	Pour ce que vous êtes, pour un grand médecin.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	I	V	183	SGANARELLE	SGANARELLE	Médecin, vous-même : je ne le suis point, et ne l'ai jamais été.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	I	V	184	VALÈRE	VALÈRE, bas	Voilà sa folie qui le tient. <didascalie>Haut.</didascalie>Monsieur, ne veuillez point nier les choses davantage : et n'en venons point, s'il vous plaît, à de fâcheuses extrémités.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	I	V	185	SGANARELLE	SGANARELLE	À quoi, donc ?	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	I	V	186	VALÈRE	VALÈRE	À de certaines choses dont nous serions marris.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	I	V	187	SGANARELLE	SGANARELLE	Parbleu, venez-en à tout ce qu'il vous plaira, je ne suis point médecin : et ne sais ce que vous me voulez dire.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	I	V	188	VALÈRE	VALÈRE, bas	Je vois bien qu'il faut se servir du remède. <didascalie>Haut.</didascalie>Monsieur, encore, un coup, je vous prie d'avouer ce que vous êtes.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	I	V	189	LUCAS	LUCAS	Et testigué ! Ne lantiponez point davantage ; et confessez à la franquette que v'estes médecin.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	I	V	190	SGANARELLE	SGANARELLE	J'enrage.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	I	V	191	VALÈRE	VALÈRE	À quoi bon nier ce qu'on sait ?	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	I	V	192	LUCAS	LUCAS	Pourquoi toutes ces fraimes-là ? Et à quoi est-ce que ça vous sart ?	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	I	V	193	SGANARELLE	SGANARELLE	Messieurs, en un mot, autant qu'en deux mille, je vous dis que je ne suis point médecin.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	I	V	194	VALÈRE	VALÈRE	Vous n'êtes point médecin ?	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	I	V	195	SGANARELLE	SGANARELLE	Non.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	I	V	196	LUCAS	LUCAS	V'n'êtes pas médecin ?	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	I	V	197	SGANARELLE	SGANARELLE	Non, vous dis-je.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	I	V	198	VALÈRE	VALÈRE	Puisque vous le voulez, il faut s'y résoudre.<didascalie>Ils prennent un bâton et le frappent.</didascalie>	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	I	V	199	SGANARELLE	SGANARELLE	Ah ! ah ! ah ! Messieurs, je suis tout ce qu'il vous plaira.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	I	V	200	VALÈRE	VALÈRE	Pourquoi, Monsieur, nous obligez-vous à cette violence ?	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	I	V	201	LUCAS	LUCAS	À quoi bon nous bailler la peine de vous battre ?	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	I	V	202	VALÈRE	VALÈRE	Je vous assure que j'en ai tous les regrets du monde.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	I	V	203	LUCAS	LUCAS	Par ma figué ! J'en sis fâché, franchement.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	I	V	204	SGANARELLE	SGANARELLE	Que diable est-ce ci, Messieurs, de grâce, est-ce pour rire, ou si tous deux vous extravaguez, de vouloir que je sois médecin ?	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	I	V	205	VALÈRE	VALÈRE	Quoi ? Vous ne vous rendez pas encore, et vous vous défendez d'être médecin ?	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	I	V	206	SGANARELLE	SGANARELLE	Diable emporte si je le suis !	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	I	V	207	LUCAS	LUCAS	Il n'est pas vrai qu'ous sayez médecin ?	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	I	V	208	SGANARELLE	SGANARELLE	Non, la peste m'étouffe.<didascalie>Là, ils recommencent de le battre.</didascalie>Ah, ah ! Eh bien, Messieurs, oui, puisque vous le voulez, je suis médecin, je suis médecin, apothicaire encore, si vous le trouvez bon. J'aime mieux consentir à tout que de me faire assommer.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	I	V	209	VALÈRE	VALÈRE	Ah ! Voilà qui va bien, Monsieur, je suis ravi de vous voir raisonnable.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	I	V	210	LUCAS	LUCAS	Vous me boutez la joie au coeur, quand je vous vois parler comme ça.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	I	V	211	VALÈRE	VALÈRE	Je vous demande pardon, de toute mon âme.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	I	V	212	LUCAS	LUCAS	Je vous demandons excuse de la libarté que j'avons prise.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	I	V	213	SGANARELLE	SGANARELLE, à part	Ouais ! Serait-ce bien moi qui me tromperais, et serais-je devenu médecin sans m'en être aperçu ?	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	I	V	214	VALÈRE	VALÈRE	Monsieur, vous ne vous repentirez pas de nous montrer ce que vous êtes ; et vous verrez assurément que vous en serez satisfait.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	I	V	215	SGANARELLE	SGANARELLE	Mais, Messieurs, dites-moi, ne vous trompez-vous point vous-mêmes ? Est-il bien assuré que je sois médecin ?	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	I	V	216	LUCAS	LUCAS	Oui, par ma figué !	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	I	V	217	SGANARELLE	SGANARELLE	Tout de bon ?	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	I	V	218	VALÈRE	VALÈRE	Sans doute.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	I	V	219	SGANARELLE	SGANARELLE	Diable emporte si je le savais !	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	I	V	220	VALÈRE	VALÈRE	Comment ? Vous êtes le plus habile médecin du monde.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	I	V	221	SGANARELLE	SGANARELLE	Ah ! ah !	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	I	V	222	LUCAS	LUCAS	Un médecin, qui a gari, je ne sais combien de maladies.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	I	V	223	SGANARELLE	SGANARELLE	Tudieu !	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	I	V	224	VALÈRE	VALÈRE	Une femme était tenue pour morte il y avait six heures ; elle était prête à ensevelir, lorsque avec une goutte de quelque chose, vous la fîtes revenir et marcher d'abord, par la chambre.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	I	V	225	SGANARELLE	SGANARELLE	Peste !	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	I	V	226	LUCAS	LUCAS	Un petit enfant de douze ans se laissit choir du haut d'un clocher, de quoi il eut la tête, les jambes et les bras cassés : et vous, avec je ne sais quel onguent, vous fîtes qu'aussitôt, il se relevit sur ses pieds, et s'en fut jouer à la fossette.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	I	V	227	SGANARELLE	SGANARELLE	Diantre !	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	I	V	228	VALÈRE	VALÈRE	Enfin, Monsieur, vous aurez contentement avec nous : et vous gagnerez ce que vous voudrez, en vous laissant conduire où nous prétendons vous mener.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	I	V	229	SGANARELLE	SGANARELLE	Je gagnerai ce que je voudrai ?	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	I	V	230	VALÈRE	VALÈRE	Oui.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	I	V	231	SGANARELLE	SGANARELLE	Ah ! Je suis médecin, sans contredit. Je l'avais oublié, mais je m'en ressouviens. De quoi est-il question ? Où faut-il se transporter ?	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	I	V	232	VALÈRE	VALÈRE	Nous vous conduirons. Il est question d'aller voir une fille qui a perdu la parole.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	I	V	233	SGANARELLE	SGANARELLE	Ma foi ! Je ne l'ai pas trouvée.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	I	V	234	VALÈRE	VALÈRE	Il aime à rire. Allons, Monsieur.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	I	V	235	SGANARELLE	SGANARELLE	Sans une robe de médecin ?	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	I	V	236	VALÈRE	VALÈRE	Nous en prendrons une.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	I	V	237	SGANARELLE	SGANARELLE, présentant sa bouteille à Valère	Tenez cela, vous : voilà où je mets mes juleps.<didascalie>Puis se tournant vers Lucas en crachant.</didascalie>Vous, marchez là-dessus, par ordonnance du médecin.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	I	V	238	LUCAS	LUCAS	Palsanguenne ! Velà un médecin qui me plaît ; je pense qu'il réussira ; car il est bouffon.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	II	I	239	VALÈRE	VALÈRE	Oui, Monsieur, je crois que vous serez satisfait : et nous vous avons amené le plus grand médecin du monde.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	II	I	240	LUCAS	LUCAS	Oh morguenne, il faut tirer l'échelle après ceti-là : et tous les autres ne sont pas daignes de li déchausser ses souillez.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	II	I	241	VALÈRE	VALÈRE	C'est un homme qui a fait des cures merveilleuses.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	II	I	242	LUCAS	LUCAS	Qui a gari des gens qui estiants morts.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	II	I	243	VALÈRE	VALÈRE	Il est un peu capricieux, comme je vous ai dit : et parfois, il a des moments où son esprit s'échappe, et ne paraît pas ce qu'il est.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	II	I	244	LUCAS	LUCAS	Oui, il aime à bouffonner, et l'an dirait parfois, ne v'sen déplaise, qu'il a quelque petit coup de hache à la tête.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	II	I	245	VALÈRE	VALÈRE	Mais, dans le fond, il est toute Science : et bien souvent, il dit des choses tout à fait relevées.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	II	I	246	LUCAS	LUCAS	Quand il s'y boute, il parle tout fin drait, comme s'il lisait dans un livre.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	II	I	247	VALÈRE	VALÈRE	Sa réputation s'est déjà répandue ici : et tout le monde vient à lui.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	II	I	248	GÉRONTE	GÉRONTE	Je meurs d'envie de le voir, faites-le-moi vite venir.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	II	I	249	VALÈRE	VALÈRE	Je le vais quérir.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	II	I	250	JACQUELINE	JACQUELINE	Par ma fi, Monsieu, ceti-ci fera justement ce qu'ant fait les autres. Je pense que ce sera queussi queumi : et la meilleure médeçaine que l'an pourrait bailler à votre fille, ce serait, selon moi, un biau et bon mari, pour qui elle eût de l'amiquié.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	II	I	251	GÉRONTE	GÉRONTE	Ouais, Nourrice, ma mie, vous vous mêlez de bien des choses.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	II	I	252	LUCAS	LUCAS	Taisez-vous, notre ménagère Jaquelaine : ce n'est pas à vous à bouter là votre nez.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	II	I	253	JACQUELINE	JACQUELINE	Je vous dis et vous douze que tous ces médecins n'y feront rian que de l'iau claire ; que votre fille a besoin d'autre chose que de ribarbe et de sené, et qu'un mari est une emplâtre qui garit tous les maux des filles.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	II	I	254	GÉRONTE	GÉRONTE	Est-elle en état maintenant qu'on s'en voulût charger, avec l'infirmité qu'elle a ? Et lorsque j'ai été dans le dessein de la marier, ne s'est-elle pas opposée à mes volontés ?	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	II	I	255	JACQUELINE	JACQUELINE	Je le crois bian : vous li vouilliez bailler cun homme qu'alle n'aime point. Que ne preniais-vous ce Monsieu Liandre, qui li touchoit au coeur. Alle aurait été fort obéissante : et je m'en vas gager qu'il la prendrait, li, comme alle est, si vous la li vouillais donner.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	II	I	256	GÉRONTE	GÉRONTE	Ce Léandre n'est pas ce qu'il lui faut : il n'a pas du bien, comme l'autre.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	II	I	257	JACQUELINE	JACQUELINE	Il a un oncle qui est si riche, dont il est hériquié.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	II	I	258	GÉRONTE	GÉRONTE	Tous ces biens à venir, me semblent autant de chansons. Il n'est rien tel que ce qu'on tient : et l'on court grand risque de s'abuser, lorsque l'on compte sur le bien qu'un autre vous garde. La mort n'a pas toujours les oreilles ouvertes aux voeux et aux prières de Messieurs les héritiers : et l'on a le temps d'avoir les dents longues, lorsqu'on attend, pour vivre, le trépas de quelqu'un.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	II	I	259	JACQUELINE	JACQUELINE	Enfin, j'ai, toujours, ouï dire, qu'en mariage, comme ailleurs, contentement passe richesse. Les bères et les mères ant cette maudite couteume de demander toujours, Qu'a-t-il et Qu'a-t-elle ? Et le compère Biarre a marié sa fille Simonette au gros Thomas, pour un quarquié de vaigne qu'il avait davantage que le jeune Robin, où alle avait bouté son amiquié : et velà que la pauvre creiature en est devenue jaune comme un coing, et n'a point profité tout depuis ce temps-là. C'est un bel exemple pour vous, Monsieu ; on n'a que son plaisir en ce monde : et j'aimerais mieux, bailler à ma fille, un bon mari qui li fût agriable, que toutes les rentes de la Biausse.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	II	I	260	GÉRONTE	GÉRONTE	Peste ! Madame la Nourrice, comme vous dégoisez ! Taisez-vous, je vous prie, vous prenez trop de soin, et vous échauffez votre lait.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	II	I	261	LUCAS	LUCAS	<didascalie>En disant ceci, il frappe sur la poitrine à Géronte.</didascalie>Morgué ! Tais-toi, t'es cune impartinante. Monsieu n'a que faire de tes discours, et il sait ce qu'il a à faire. Mêle-toi de donner à téter à ton enfant, sans tant faire la raisonneuse. Monsieu est le père de sa fille ; et il est bon et sage, pour voir ce qu'il li faut.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	II	I	262	GÉRONTE	GÉRONTE	Tout doux, oh, tout doux.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	II	I	263	LUCAS	LUCAS	Monsieu, je veux un peu la mortifier : et li apprendre le respect qu'alle vous doit.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	II	I	264	GÉRONTE	GÉRONTE	Oui, mais ces gestes ne sont pas nécessaires.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	II	II	265	VALÈRE	VALÈRE	Monsieur préparez-vous, voici notre médecin qui entre.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	II	II	266	GÉRONTE	GÉRONTE	Monsieur, je suis ravi de vous voir chez moi : et nous avons grand besoin de vous.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	II	II	267	SGANARELLE	SGANARELLE, en robe de médecin, avec un chapeau des plus pointus	Hippocrate dit... que nous nous couvrions tous deux.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	II	II	268	GÉRONTE	GÉRONTE	Hippocrate dit cela ?	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	II	II	269	SGANARELLE	SGANARELLE	Oui.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	II	II	270	GÉRONTE	GÉRONTE	Dans quel chapitre, s'il vous plaît ?	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	II	II	271	SGANARELLE	SGANARELLE	Dans son chapitre des chapeaux.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	II	II	272	GÉRONTE	GÉRONTE	Puisque Hippocrate le dit, il le faut faire.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	II	II	273	SGANARELLE	SGANARELLE	Monsieur le Médecin, ayant appris les merveilleuses choses...	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	II	II	274	GÉRONTE	GÉRONTE	À qui parlez-vous, de grâce ?	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	II	II	275	SGANARELLE	SGANARELLE	À vous.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	II	II	276	GÉRONTE	GÉRONTE	Je ne suis pas médecin.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	II	II	277	SGANARELLE	SGANARELLE	Vous n'êtes pas médecin ?	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	II	II	278	GÉRONTE	GÉRONTE	Non, vraiment.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	II	II	279	SGANARELLE	SGANARELLE	<didascalie>Il prend ici un bâton, et le bat comme on l'a battu.</didascalie>Tout de bon ?	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	II	II	280	GÉRONTE	GÉRONTE	Tout de bon. Ah ! Ah ! Ah !	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	II	II	281	SGANARELLE	SGANARELLE	Vous êtes médecin, maintenant, je n'ai jamais eu d'autres licences.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	II	II	282	GÉRONTE	GÉRONTE	Quel diable d'homme m'avez-vous là amené ?	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	II	II	283	VALÈRE	VALÈRE	Je vous ai bien dit que c'était un médecin goguenard.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	II	II	284	GÉRONTE	GÉRONTE	Oui ; mais je l'envoirais promener avec ses goguenarderies.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	II	II	285	LUCAS	LUCAS	Ne prenez pas garde à ça, Monsieu, ce n'est que pour rire.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	II	II	286	GÉRONTE	GÉRONTE	Cette raillerie ne me plaît pas.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	II	II	287	SGANARELLE	SGANARELLE	Monsieur, je vous demande pardon de la liberté que j'ai prise.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	II	II	288	GÉRONTE	GÉRONTE	Monsieur, je suis votre serviteur.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	II	II	289	SGANARELLE	SGANARELLE	Je suis fâché...	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	II	II	290	GÉRONTE	GÉRONTE	Cela n'est rien.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	II	II	291	SGANARELLE	SGANARELLE	Des coups de bâton...	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	II	II	292	GÉRONTE	GÉRONTE	Il n'y a pas de mal.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	II	II	293	SGANARELLE	SGANARELLE	Que j'ai eu l'honneur de vous donner.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	II	II	294	GÉRONTE	GÉRONTE	Ne parlons plus de cela. Monsieur, j'ai une fille qui est tombée dans une étrange maladie.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	II	II	295	SGANARELLE	SGANARELLE	Je suis ravi, Monsieur, que votre fille ait besoin de moi : et je souhaiterais de tout mon coeur que vous en eussiez besoin, aussi, vous et toute votre famille, pour vous témoigner l'envie que j'ai de vous servir.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	II	II	296	GÉRONTE	GÉRONTE	Je vous suis obligé de ces sentiments.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	II	II	297	SGANARELLE	SGANARELLE	Je vous assure que c'est du meilleur de mon âme, que je vous parle.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	II	II	298	GÉRONTE	GÉRONTE	C'est trop d'honneur que vous me faites.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	II	II	299	SGANARELLE	SGANARELLE	Comment s'appelle votre fille ?	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	II	II	300	GÉRONTE	GÉRONTE	Lucinde.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	II	II	301	SGANARELLE	SGANARELLE	Lucinde ! Ah beau nom à médicamenter ! Lucinde !	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	II	II	302	GÉRONTE	GÉRONTE	Je m'en vais voir un peu ce qu'elle fait.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	II	II	303	SGANARELLE	SGANARELLE	Qui est cette grande femme-là.	
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	II	II	304	GÉRONTE	GÉRONTE	C'est la nourrice d'un petit enfant que j'ai.	
