piece	acte	scene	replique	VALERE	ELISE	CLEANTE	HARPAGON	LA-FLECHE	MAITRE-SIMON	FROSINE	DAME-CLAUDE	MAITRE-JACQUES	BRINDAVOINE	LA MERLUCHE	MARIANE	COMMISSAIRE	CLERC	ANSELME
L´AVARE, COMÉDIE	II	I	270	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	II	I	271	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	II	I	272	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	II	I	273	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	II	I	274	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	II	I	275	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	II	I	276	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	II	I	277	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	II	I	278	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	II	I	279	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	II	I	280	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	II	I	281	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	II	I	282	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	II	I	283	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	II	I	284	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	II	I	285	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	II	I	286	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	II	I	287	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	II	I	288	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	II	I	289	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	II	I	290	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	II	I	291	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	II	I	292	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	II	I	293	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	II	II	294	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	II	II	295	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	II	II	296	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	II	II	297	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	II	II	298	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	II	II	299	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	II	II	300	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	II	II	301	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	II	II	302	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	II	II	303	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	II	II	304	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	II	II	305	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	II	II	306	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	II	II	307	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	II	II	308	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	II	II	309	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	II	II	310	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	II	II	311	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	II	II	312	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	II	II	313	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	II	II	314	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	II	III	315	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	II	III	316	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	II	IV	317	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	II	IV	318	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	II	IV	319	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	II	IV	320	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	II	IV	321	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	II	IV	322	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	II	IV	323	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	II	IV	324	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	II	IV	325	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	II	IV	326	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	II	IV	327	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	II	V	328	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	II	V	329	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	II	V	330	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	II	V	331	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	II	V	332	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	II	V	333	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	II	V	334	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	II	V	335	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	II	V	336	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	II	V	337	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	II	V	338	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	II	V	339	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	II	V	340	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	II	V	341	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	II	V	342	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	II	V	343	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	II	V	344	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	II	V	345	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	II	V	346	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	II	V	347	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	II	V	348	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	II	V	349	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	II	V	350	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	II	V	351	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	II	V	352	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	II	V	353	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	II	V	354	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	II	V	355	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	II	V	356	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	II	V	357	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	II	V	358	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	II	V	359	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	II	V	360	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	II	V	361	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	II	V	362	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	II	V	363	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	II	V	364	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	II	V	365	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	II	V	366	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	II	V	367	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	II	V	368	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	II	V	369	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	II	V	370	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	II	V	371	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	II	V	372	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	II	V	373	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	II	V	374	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	II	V	375	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	II	V	376	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	II	V	377	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	II	V	378	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	II	V	379	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	II	V	380	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	II	V	381	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	II	V	382	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	II	V	383	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	II	V	384	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	II	V	385	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	II	V	386	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	II	V	387	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	II	V	388	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	II	V	389	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	II	V	390	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	II	V	391	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	II	V	392	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	II	V	393	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	II	V	394	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	II	V	395	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	II	V	396	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	II	V	397	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
L´AVARE, COMÉDIE	III 	I	398	1	1	1	1	0	0	0	1	1	1	1	0	0	0	0
L´AVARE, COMÉDIE	III 	I	399	1	1	1	1	0	0	0	1	1	1	1	0	0	0	0
L´AVARE, COMÉDIE	III 	I	400	1	1	1	1	0	0	0	1	1	1	1	0	0	0	0
L´AVARE, COMÉDIE	III 	I	401	1	1	1	1	0	0	0	1	1	1	1	0	0	0	0
L´AVARE, COMÉDIE	III 	I	402	1	1	1	1	0	0	0	1	1	1	1	0	0	0	0
L´AVARE, COMÉDIE	III 	I	403	1	1	1	1	0	0	0	1	1	1	1	0	0	0	0
L´AVARE, COMÉDIE	III 	I	404	1	1	1	1	0	0	0	1	1	1	1	0	0	0	0
L´AVARE, COMÉDIE	III 	I	405	1	1	1	1	0	0	0	1	1	1	1	0	0	0	0
L´AVARE, COMÉDIE	III 	I	406	1	1	1	1	0	0	0	1	1	1	1	0	0	0	0
L´AVARE, COMÉDIE	III 	I	407	1	1	1	1	0	0	0	1	1	1	1	0	0	0	0
L´AVARE, COMÉDIE	III 	I	408	1	1	1	1	0	0	0	1	1	1	1	0	0	0	0
L´AVARE, COMÉDIE	III 	I	409	1	1	1	1	0	0	0	1	1	1	1	0	0	0	0
L´AVARE, COMÉDIE	III 	I	410	1	1	1	1	0	0	0	1	1	1	1	0	0	0	0
L´AVARE, COMÉDIE	III 	I	411	1	1	1	1	0	0	0	1	1	1	1	0	0	0	0
L´AVARE, COMÉDIE	III 	I	412	1	1	1	1	0	0	0	1	1	1	1	0	0	0	0
L´AVARE, COMÉDIE	III 	I	413	1	1	1	1	0	0	0	1	1	1	1	0	0	0	0
L´AVARE, COMÉDIE	III 	I	414	1	1	1	1	0	0	0	1	1	1	1	0	0	0	0
L´AVARE, COMÉDIE	III 	I	415	1	1	1	1	0	0	0	1	1	1	1	0	0	0	0
L´AVARE, COMÉDIE	III 	I	416	1	1	1	1	0	0	0	1	1	1	1	0	0	0	0
L´AVARE, COMÉDIE	III 	I	417	1	1	1	1	0	0	0	1	1	1	1	0	0	0	0
L´AVARE, COMÉDIE	III 	I	418	1	1	1	1	0	0	0	1	1	1	1	0	0	0	0
L´AVARE, COMÉDIE	III 	I	419	1	1	1	1	0	0	0	1	1	1	1	0	0	0	0
L´AVARE, COMÉDIE	III 	I	420	1	1	1	1	0	0	0	1	1	1	1	0	0	0	0
L´AVARE, COMÉDIE	III 	I	421	1	1	1	1	0	0	0	1	1	1	1	0	0	0	0
L´AVARE, COMÉDIE	III 	I	422	1	1	1	1	0	0	0	1	1	1	1	0	0	0	0
L´AVARE, COMÉDIE	III 	I	423	1	1	1	1	0	0	0	1	1	1	1	0	0	0	0
L´AVARE, COMÉDIE	III 	I	424	1	1	1	1	0	0	0	1	1	1	1	0	0	0	0
L´AVARE, COMÉDIE	III 	I	425	1	1	1	1	0	0	0	1	1	1	1	0	0	0	0
L´AVARE, COMÉDIE	III 	I	426	1	1	1	1	0	0	0	1	1	1	1	0	0	0	0
L´AVARE, COMÉDIE	III 	I	427	1	1	1	1	0	0	0	1	1	1	1	0	0	0	0
L´AVARE, COMÉDIE	III 	I	428	1	1	1	1	0	0	0	1	1	1	1	0	0	0	0
L´AVARE, COMÉDIE	III 	I	429	1	1	1	1	0	0	0	1	1	1	1	0	0	0	0
L´AVARE, COMÉDIE	III 	I	430	1	1	1	1	0	0	0	1	1	1	1	0	0	0	0
L´AVARE, COMÉDIE	III 	I	431	1	1	1	1	0	0	0	1	1	1	1	0	0	0	0
L´AVARE, COMÉDIE	III 	I	432	1	1	1	1	0	0	0	1	1	1	1	0	0	0	0
L´AVARE, COMÉDIE	III 	I	433	1	1	1	1	0	0	0	1	1	1	1	0	0	0	0
L´AVARE, COMÉDIE	III 	I	434	1	1	1	1	0	0	0	1	1	1	1	0	0	0	0
L´AVARE, COMÉDIE	III 	I	435	1	1	1	1	0	0	0	1	1	1	1	0	0	0	0
L´AVARE, COMÉDIE	III 	I	436	1	1	1	1	0	0	0	1	1	1	1	0	0	0	0
L´AVARE, COMÉDIE	III 	I	437	1	1	1	1	0	0	0	1	1	1	1	0	0	0	0
L´AVARE, COMÉDIE	III 	I	438	1	1	1	1	0	0	0	1	1	1	1	0	0	0	0
L´AVARE, COMÉDIE	III 	I	439	1	1	1	1	0	0	0	1	1	1	1	0	0	0	0
L´AVARE, COMÉDIE	III 	I	440	1	1	1	1	0	0	0	1	1	1	1	0	0	0	0
L´AVARE, COMÉDIE	III 	I	441	1	1	1	1	0	0	0	1	1	1	1	0	0	0	0
L´AVARE, COMÉDIE	III 	I	442	1	1	1	1	0	0	0	1	1	1	1	0	0	0	0
L´AVARE, COMÉDIE	III 	I	443	1	1	1	1	0	0	0	1	1	1	1	0	0	0	0
L´AVARE, COMÉDIE	III 	I	444	1	1	1	1	0	0	0	1	1	1	1	0	0	0	0
L´AVARE, COMÉDIE	III 	I	445	1	1	1	1	0	0	0	1	1	1	1	0	0	0	0
L´AVARE, COMÉDIE	III 	I	446	1	1	1	1	0	0	0	1	1	1	1	0	0	0	0
L´AVARE, COMÉDIE	III 	I	447	1	1	1	1	0	0	0	1	1	1	1	0	0	0	0
L´AVARE, COMÉDIE	III 	I	448	1	1	1	1	0	0	0	1	1	1	1	0	0	0	0
L´AVARE, COMÉDIE	III 	I	449	1	1	1	1	0	0	0	1	1	1	1	0	0	0	0
L´AVARE, COMÉDIE	III 	I	450	1	1	1	1	0	0	0	1	1	1	1	0	0	0	0
L´AVARE, COMÉDIE	III 	I	451	1	1	1	1	0	0	0	1	1	1	1	0	0	0	0
L´AVARE, COMÉDIE	III 	I	452	1	1	1	1	0	0	0	1	1	1	1	0	0	0	0
L´AVARE, COMÉDIE	III 	I	453	1	1	1	1	0	0	0	1	1	1	1	0	0	0	0
L´AVARE, COMÉDIE	III 	I	454	1	1	1	1	0	0	0	1	1	1	1	0	0	0	0
L´AVARE, COMÉDIE	III 	I	455	1	1	1	1	0	0	0	1	1	1	1	0	0	0	0
L´AVARE, COMÉDIE	III 	I	456	1	1	1	1	0	0	0	1	1	1	1	0	0	0	0
L´AVARE, COMÉDIE	III 	I	457	1	1	1	1	0	0	0	1	1	1	1	0	0	0	0
L´AVARE, COMÉDIE	III 	I	458	1	1	1	1	0	0	0	1	1	1	1	0	0	0	0
L´AVARE, COMÉDIE	III 	I	459	1	1	1	1	0	0	0	1	1	1	1	0	0	0	0
L´AVARE, COMÉDIE	III 	I	460	1	1	1	1	0	0	0	1	1	1	1	0	0	0	0
L´AVARE, COMÉDIE	III 	I	461	1	1	1	1	0	0	0	1	1	1	1	0	0	0	0
L´AVARE, COMÉDIE	III 	I	462	1	1	1	1	0	0	0	1	1	1	1	0	0	0	0
L´AVARE, COMÉDIE	III 	I	463	1	1	1	1	0	0	0	1	1	1	1	0	0	0	0
L´AVARE, COMÉDIE	III 	I	464	1	1	1	1	0	0	0	1	1	1	1	0	0	0	0
L´AVARE, COMÉDIE	III 	I	465	1	1	1	1	0	0	0	1	1	1	1	0	0	0	0
L´AVARE, COMÉDIE	III 	I	466	1	1	1	1	0	0	0	1	1	1	1	0	0	0	0
L´AVARE, COMÉDIE	III 	I	467	1	1	1	1	0	0	0	1	1	1	1	0	0	0	0
L´AVARE, COMÉDIE	III 	I	468	1	1	1	1	0	0	0	1	1	1	1	0	0	0	0
L´AVARE, COMÉDIE	III 	I	469	1	1	1	1	0	0	0	1	1	1	1	0	0	0	0
L´AVARE, COMÉDIE	III 	I	470	1	1	1	1	0	0	0	1	1	1	1	0	0	0	0
L´AVARE, COMÉDIE	III 	I	471	1	1	1	1	0	0	0	1	1	1	1	0	0	0	0
L´AVARE, COMÉDIE	III 	I	472	1	1	1	1	0	0	0	1	1	1	1	0	0	0	0
L´AVARE, COMÉDIE	III 	I	473	1	1	1	1	0	0	0	1	1	1	1	0	0	0	0
L´AVARE, COMÉDIE	III 	I	474	1	1	1	1	0	0	0	1	1	1	1	0	0	0	0
L´AVARE, COMÉDIE	III 	I	475	1	1	1	1	0	0	0	1	1	1	1	0	0	0	0
L´AVARE, COMÉDIE	III 	I	476	1	1	1	1	0	0	0	1	1	1	1	0	0	0	0
L´AVARE, COMÉDIE	III 	I	477	1	1	1	1	0	0	0	1	1	1	1	0	0	0	0
L´AVARE, COMÉDIE	III 	II	478	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
L´AVARE, COMÉDIE	III 	II	479	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
L´AVARE, COMÉDIE	III 	II	480	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
L´AVARE, COMÉDIE	III 	II	481	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
L´AVARE, COMÉDIE	III 	II	482	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
L´AVARE, COMÉDIE	III 	II	483	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
L´AVARE, COMÉDIE	III 	II	484	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
L´AVARE, COMÉDIE	III 	II	485	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
L´AVARE, COMÉDIE	III 	II	486	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
L´AVARE, COMÉDIE	III 	II	487	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
L´AVARE, COMÉDIE	III 	II	488	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
L´AVARE, COMÉDIE	III 	II	489	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
L´AVARE, COMÉDIE	III 	II	490	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
L´AVARE, COMÉDIE	III 	II	491	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
L´AVARE, COMÉDIE	III 	II	492	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
L´AVARE, COMÉDIE	III 	II	493	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
L´AVARE, COMÉDIE	III 	II	494	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
L´AVARE, COMÉDIE	III 	II	495	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
L´AVARE, COMÉDIE	III 	II	496	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
L´AVARE, COMÉDIE	III 	II	497	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
L´AVARE, COMÉDIE	III 	II	498	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
L´AVARE, COMÉDIE	III 	II	499	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
L´AVARE, COMÉDIE	III 	III	500	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0
L´AVARE, COMÉDIE	III 	III	501	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0
L´AVARE, COMÉDIE	III 	III	502	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0
L´AVARE, COMÉDIE	III 	IV	503	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
L´AVARE, COMÉDIE	III 	IV	504	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
L´AVARE, COMÉDIE	III 	IV	505	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
L´AVARE, COMÉDIE	III 	IV	506	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
L´AVARE, COMÉDIE	III 	IV	507	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
L´AVARE, COMÉDIE	III 	IV	508	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
L´AVARE, COMÉDIE	III 	IV	509	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
L´AVARE, COMÉDIE	III 	IV	510	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
L´AVARE, COMÉDIE	III 	IV	511	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
L´AVARE, COMÉDIE	III 	IV	512	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
L´AVARE, COMÉDIE	III 	IV	513	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
L´AVARE, COMÉDIE	III 	V	514	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0
L´AVARE, COMÉDIE	III 	V	515	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0
L´AVARE, COMÉDIE	III 	V	516	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0
L´AVARE, COMÉDIE	III 	VI	517	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0
L´AVARE, COMÉDIE	III 	VI	518	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0
L´AVARE, COMÉDIE	III 	VI	519	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0
L´AVARE, COMÉDIE	III 	VI	520	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0
L´AVARE, COMÉDIE	III 	VI	521	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0
L´AVARE, COMÉDIE	III 	VI	522	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0
L´AVARE, COMÉDIE	III 	VI	523	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0
L´AVARE, COMÉDIE	III 	VI	524	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0
L´AVARE, COMÉDIE	III 	VI	525	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0
L´AVARE, COMÉDIE	III 	VI	526	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0
L´AVARE, COMÉDIE	III 	VI	527	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0
L´AVARE, COMÉDIE	III 	VI	528	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0
L´AVARE, COMÉDIE	III 	VI	529	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0
L´AVARE, COMÉDIE	III 	VI	530	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0
L´AVARE, COMÉDIE	III 	VII	531	0	1	1	1	0	0	1	0	0	0	0	1	0	0	0
L´AVARE, COMÉDIE	III 	VII	532	0	1	1	1	0	0	1	0	0	0	0	1	0	0	0
L´AVARE, COMÉDIE	III 	VII	533	0	1	1	1	0	0	1	0	0	0	0	1	0	0	0
L´AVARE, COMÉDIE	III 	VII	534	0	1	1	1	0	0	1	0	0	0	0	1	0	0	0
L´AVARE, COMÉDIE	III 	VII	535	0	1	1	1	0	0	1	0	0	0	0	1	0	0	0
L´AVARE, COMÉDIE	III 	VII	536	0	1	1	1	0	0	1	0	0	0	0	1	0	0	0
L´AVARE, COMÉDIE	III 	VII	537	0	1	1	1	0	0	1	0	0	0	0	1	0	0	0
