piece	acte	scene	replique	VALERE	ELISE	CLEANTE	HARPAGON	LA-FLECHE	MAITRE-SIMON	FROSINE	DAME-CLAUDE	MAITRE-JACQUES	BRINDAVOINE	LA MERLUCHE	MARIANE	COMMISSAIRE	CLERC	ANSELME
L´AVARE, COMÉDIE	V	IV	883	1	1	0	1	0	0	1	0	1	0	0	1	1	1	0
L´AVARE, COMÉDIE	V	IV	884	1	1	0	1	0	0	1	0	1	0	0	1	1	1	0
L´AVARE, COMÉDIE	V	IV	885	1	1	0	1	0	0	1	0	1	0	0	1	1	1	0
L´AVARE, COMÉDIE	V	IV	886	1	1	0	1	0	0	1	0	1	0	0	1	1	1	0
L´AVARE, COMÉDIE	V	IV	887	1	1	0	1	0	0	1	0	1	0	0	1	1	1	0
L´AVARE, COMÉDIE	V	IV	888	1	1	0	1	0	0	1	0	1	0	0	1	1	1	0
L´AVARE, COMÉDIE	V	V	889	1	1	0	1	0	0	1	0	1	0	0	1	1	1	1
L´AVARE, COMÉDIE	V	V	890	1	1	0	1	0	0	1	0	1	0	0	1	1	1	1
L´AVARE, COMÉDIE	V	V	891	1	1	0	1	0	0	1	0	1	0	0	1	1	1	1
L´AVARE, COMÉDIE	V	V	892	1	1	0	1	0	0	1	0	1	0	0	1	1	1	1
L´AVARE, COMÉDIE	V	V	893	1	1	0	1	0	0	1	0	1	0	0	1	1	1	1
L´AVARE, COMÉDIE	V	V	894	1	1	0	1	0	0	1	0	1	0	0	1	1	1	1
L´AVARE, COMÉDIE	V	V	895	1	1	0	1	0	0	1	0	1	0	0	1	1	1	1
L´AVARE, COMÉDIE	V	V	896	1	1	0	1	0	0	1	0	1	0	0	1	1	1	1
L´AVARE, COMÉDIE	V	V	897	1	1	0	1	0	0	1	0	1	0	0	1	1	1	1
L´AVARE, COMÉDIE	V	V	898	1	1	0	1	0	0	1	0	1	0	0	1	1	1	1
L´AVARE, COMÉDIE	V	V	899	1	1	0	1	0	0	1	0	1	0	0	1	1	1	1
L´AVARE, COMÉDIE	V	V	900	1	1	0	1	0	0	1	0	1	0	0	1	1	1	1
L´AVARE, COMÉDIE	V	V	901	1	1	0	1	0	0	1	0	1	0	0	1	1	1	1
L´AVARE, COMÉDIE	V	V	902	1	1	0	1	0	0	1	0	1	0	0	1	1	1	1
L´AVARE, COMÉDIE	V	V	903	1	1	0	1	0	0	1	0	1	0	0	1	1	1	1
L´AVARE, COMÉDIE	V	V	904	1	1	0	1	0	0	1	0	1	0	0	1	1	1	1
L´AVARE, COMÉDIE	V	V	905	1	1	0	1	0	0	1	0	1	0	0	1	1	1	1
L´AVARE, COMÉDIE	V	V	906	1	1	0	1	0	0	1	0	1	0	0	1	1	1	1
L´AVARE, COMÉDIE	V	V	907	1	1	0	1	0	0	1	0	1	0	0	1	1	1	1
L´AVARE, COMÉDIE	V	V	908	1	1	0	1	0	0	1	0	1	0	0	1	1	1	1
L´AVARE, COMÉDIE	V	V	909	1	1	0	1	0	0	1	0	1	0	0	1	1	1	1
L´AVARE, COMÉDIE	V	V	910	1	1	0	1	0	0	1	0	1	0	0	1	1	1	1
L´AVARE, COMÉDIE	V	V	911	1	1	0	1	0	0	1	0	1	0	0	1	1	1	1
L´AVARE, COMÉDIE	V	V	912	1	1	0	1	0	0	1	0	1	0	0	1	1	1	1
L´AVARE, COMÉDIE	V	V	913	1	1	0	1	0	0	1	0	1	0	0	1	1	1	1
L´AVARE, COMÉDIE	V	V	914	1	1	0	1	0	0	1	0	1	0	0	1	1	1	1
L´AVARE, COMÉDIE	V	V	915	1	1	0	1	0	0	1	0	1	0	0	1	1	1	1
L´AVARE, COMÉDIE	V	V	916	1	1	0	1	0	0	1	0	1	0	0	1	1	1	1
L´AVARE, COMÉDIE	V	V	917	1	1	0	1	0	0	1	0	1	0	0	1	1	1	1
L´AVARE, COMÉDIE	V	V	918	1	1	0	1	0	0	1	0	1	0	0	1	1	1	1
L´AVARE, COMÉDIE	V	V	919	1	1	0	1	0	0	1	0	1	0	0	1	1	1	1
L´AVARE, COMÉDIE	V	V	920	1	1	0	1	0	0	1	0	1	0	0	1	1	1	1
L´AVARE, COMÉDIE	V	V	921	1	1	0	1	0	0	1	0	1	0	0	1	1	1	1
L´AVARE, COMÉDIE	V	V	922	1	1	0	1	0	0	1	0	1	0	0	1	1	1	1
L´AVARE, COMÉDIE	V	V	923	1	1	0	1	0	0	1	0	1	0	0	1	1	1	1
L´AVARE, COMÉDIE	V	V	924	1	1	0	1	0	0	1	0	1	0	0	1	1	1	1
L´AVARE, COMÉDIE	V	V	925	1	1	0	1	0	0	1	0	1	0	0	1	1	1	1
L´AVARE, COMÉDIE	V	V	926	1	1	0	1	0	0	1	0	1	0	0	1	1	1	1
L´AVARE, COMÉDIE	V	V	927	1	1	0	1	0	0	1	0	1	0	0	1	1	1	1
L´AVARE, COMÉDIE	V	V	928	1	1	0	1	0	0	1	0	1	0	0	1	1	1	1
L´AVARE, COMÉDIE	V	V	929	1	1	0	1	0	0	1	0	1	0	0	1	1	1	1
L´AVARE, COMÉDIE	V	V	930	1	1	0	1	0	0	1	0	1	0	0	1	1	1	1
L´AVARE, COMÉDIE	V	V	931	1	1	0	1	0	0	1	0	1	0	0	1	1	1	1
L´AVARE, COMÉDIE	V	V	932	1	1	0	1	0	0	1	0	1	0	0	1	1	1	1
L´AVARE, COMÉDIE	V	VI	933	1	1	1	1	1	0	1	0	1	0	0	1	1	1	1
L´AVARE, COMÉDIE	V	VI	934	1	1	1	1	1	0	1	0	1	0	0	1	1	1	1
L´AVARE, COMÉDIE	V	VI	935	1	1	1	1	1	0	1	0	1	0	0	1	1	1	1
L´AVARE, COMÉDIE	V	VI	936	1	1	1	1	1	0	1	0	1	0	0	1	1	1	1
L´AVARE, COMÉDIE	V	VI	937	1	1	1	1	1	0	1	0	1	0	0	1	1	1	1
L´AVARE, COMÉDIE	V	VI	938	1	1	1	1	1	0	1	0	1	0	0	1	1	1	1
L´AVARE, COMÉDIE	V	VI	939	1	1	1	1	1	0	1	0	1	0	0	1	1	1	1
L´AVARE, COMÉDIE	V	VI	940	1	1	1	1	1	0	1	0	1	0	0	1	1	1	1
L´AVARE, COMÉDIE	V	VI	941	1	1	1	1	1	0	1	0	1	0	0	1	1	1	1
L´AVARE, COMÉDIE	V	VI	942	1	1	1	1	1	0	1	0	1	0	0	1	1	1	1
L´AVARE, COMÉDIE	V	VI	943	1	1	1	1	1	0	1	0	1	0	0	1	1	1	1
L´AVARE, COMÉDIE	V	VI	944	1	1	1	1	1	0	1	0	1	0	0	1	1	1	1
L´AVARE, COMÉDIE	V	VI	945	1	1	1	1	1	0	1	0	1	0	0	1	1	1	1
L´AVARE, COMÉDIE	V	VI	946	1	1	1	1	1	0	1	0	1	0	0	1	1	1	1
L´AVARE, COMÉDIE	V	VI	947	1	1	1	1	1	0	1	0	1	0	0	1	1	1	1
L´AVARE, COMÉDIE	V	VI	948	1	1	1	1	1	0	1	0	1	0	0	1	1	1	1
L´AVARE, COMÉDIE	V	VI	949	1	1	1	1	1	0	1	0	1	0	0	1	1	1	1
L´AVARE, COMÉDIE	V	VI	950	1	1	1	1	1	0	1	0	1	0	0	1	1	1	1
L´AVARE, COMÉDIE	V	VI	951	1	1	1	1	1	0	1	0	1	0	0	1	1	1	1
L´AVARE, COMÉDIE	V	VI	952	1	1	1	1	1	0	1	0	1	0	0	1	1	1	1
L´AVARE, COMÉDIE	V	VI	953	1	1	1	1	1	0	1	0	1	0	0	1	1	1	1
L´AVARE, COMÉDIE	V	VI	954	1	1	1	1	1	0	1	0	1	0	0	1	1	1	1
L´AVARE, COMÉDIE	V	VI	955	1	1	1	1	1	0	1	0	1	0	0	1	1	1	1
L´AVARE, COMÉDIE	V	VI	956	1	1	1	1	1	0	1	0	1	0	0	1	1	1	1
