piece	div1_nom	div1_num	div2_nom	div2_num	pos	SGANARELLE	MARTINE	MONSIEUR-ROBERT	VALÈRE	LUCAS	GÉRONTE	JACQUELINE	LUCINDE	LÉANDRE	THIBAUT	PERRIN
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE II	2	SCÈNE IV	9	383	1	0	0	1	1	1	1	1	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE II	2	SCÈNE IV	9	384	1	0	0	1	1	1	1	1	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE II	2	SCÈNE IV	9	385	1	0	0	1	1	1	1	1	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE II	2	SCÈNE IV	9	386	1	0	0	1	1	1	1	1	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE II	2	SCÈNE IV	9	387	1	0	0	1	1	1	1	1	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE II	2	SCÈNE IV	9	388	1	0	0	1	1	1	1	1	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE II	2	SCÈNE IV	9	389	1	0	0	1	1	1	1	1	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE II	2	SCÈNE IV	9	390	1	0	0	1	1	1	1	1	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE II	2	SCÈNE IV	9	391	1	0	0	1	1	1	1	1	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE II	2	SCÈNE IV	9	392	1	0	0	1	1	1	1	1	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE II	2	SCÈNE IV	9	393	1	0	0	1	1	1	1	1	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE II	2	SCÈNE IV	9	394	1	0	0	1	1	1	1	1	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE II	2	SCÈNE IV	9	395	1	0	0	1	1	1	1	1	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE II	2	SCÈNE IV	9	396	1	0	0	1	1	1	1	1	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE II	2	SCÈNE IV	9	397	1	0	0	1	1	1	1	1	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE II	2	SCÈNE IV	9	398	1	0	0	1	1	1	1	1	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE II	2	SCÈNE IV	9	399	1	0	0	1	1	1	1	1	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE II	2	SCÈNE IV	9	400	1	0	0	1	1	1	1	1	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE II	2	SCÈNE IV	9	401	1	0	0	1	1	1	1	1	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE II	2	SCÈNE IV	9	402	1	0	0	1	1	1	1	1	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE II	2	SCÈNE IV	9	403	1	0	0	1	1	1	1	1	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE II	2	SCÈNE IV	9	404	1	0	0	1	1	1	1	1	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE II	2	SCÈNE IV	9	405	1	0	0	1	1	1	1	1	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE II	2	SCÈNE IV	9	406	1	0	0	1	1	1	1	1	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE II	2	SCÈNE IV	9	407	1	0	0	1	1	1	1	1	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE II	2	SCÈNE IV	9	408	1	0	0	1	1	1	1	1	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE II	2	SCÈNE IV	9	409	1	0	0	1	1	1	1	1	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE II	2	SCÈNE IV	9	410	1	0	0	1	1	1	1	1	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE II	2	SCÈNE IV	9	411	1	0	0	1	1	1	1	1	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE II	2	SCÈNE IV	9	412	1	0	0	1	1	1	1	1	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE II	2	SCÈNE IV	9	413	1	0	0	1	1	1	1	1	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE II	2	SCÈNE IV	9	414	1	0	0	1	1	1	1	1	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE II	2	SCÈNE IV	9	415	1	0	0	1	1	1	1	1	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE II	2	SCÈNE IV	9	416	1	0	0	1	1	1	1	1	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE II	2	SCÈNE IV	9	417	1	0	0	1	1	1	1	1	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE II	2	SCÈNE IV	9	418	1	0	0	1	1	1	1	1	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE II	2	SCÈNE IV	9	419	1	0	0	1	1	1	1	1	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE II	2	SCÈNE IV	9	420	1	0	0	1	1	1	1	1	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE II	2	SCÈNE IV	9	421	1	0	0	1	1	1	1	1	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE II	2	SCÈNE IV	9	422	1	0	0	1	1	1	1	1	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE II	2	SCÈNE IV	9	423	1	0	0	1	1	1	1	1	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE II	2	SCÈNE IV	9	424	1	0	0	1	1	1	1	1	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE II	2	SCÈNE IV	9	425	1	0	0	1	1	1	1	1	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE II	2	SCÈNE IV	9	426	1	0	0	1	1	1	1	1	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE II	2	SCÈNE IV	9	427	1	0	0	1	1	1	1	1	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE II	2	SCÈNE IV	9	428	1	0	0	1	1	1	1	1	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE II	2	SCÈNE IV	9	429	1	0	0	1	1	1	1	1	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE II	2	SCÈNE V	10	430	1	0	0	0	0	0	0	0	1	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE II	2	SCÈNE V	10	431	1	0	0	0	0	0	0	0	1	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE II	2	SCÈNE V	10	432	1	0	0	0	0	0	0	0	1	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE II	2	SCÈNE V	10	433	1	0	0	0	0	0	0	0	1	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE II	2	SCÈNE V	10	434	1	0	0	0	0	0	0	0	1	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE II	2	SCÈNE V	10	435	1	0	0	0	0	0	0	0	1	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE II	2	SCÈNE V	10	436	1	0	0	0	0	0	0	0	1	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE II	2	SCÈNE V	10	437	1	0	0	0	0	0	0	0	1	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE II	2	SCÈNE V	10	438	1	0	0	0	0	0	0	0	1	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE II	2	SCÈNE V	10	439	1	0	0	0	0	0	0	0	1	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE II	2	SCÈNE V	10	440	1	0	0	0	0	0	0	0	1	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE II	2	SCÈNE V	10	441	1	0	0	0	0	0	0	0	1	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE II	2	SCÈNE V	10	442	1	0	0	0	0	0	0	0	1	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE II	2	SCÈNE V	10	443	1	0	0	0	0	0	0	0	1	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE II	2	SCÈNE V	10	444	1	0	0	0	0	0	0	0	1	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE II	2	SCÈNE V	10	445	1	0	0	0	0	0	0	0	1	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE II	2	SCÈNE V	10	446	1	0	0	0	0	0	0	0	1	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE II	2	SCÈNE V	10	447	1	0	0	0	0	0	0	0	1	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE II	2	SCÈNE V	10	448	1	0	0	0	0	0	0	0	1	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE III	3	SCÈNE I	11	449	1	0	0	0	0	0	0	0	1	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE III	3	SCÈNE I	11	450	1	0	0	0	0	0	0	0	1	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE III	3	SCÈNE I	11	451	1	0	0	0	0	0	0	0	1	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE III	3	SCÈNE I	11	452	1	0	0	0	0	0	0	0	1	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE III	3	SCÈNE I	11	453	1	0	0	0	0	0	0	0	1	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE III	3	SCÈNE I	11	454	1	0	0	0	0	0	0	0	1	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE III	3	SCÈNE I	11	455	1	0	0	0	0	0	0	0	1	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE III	3	SCÈNE I	11	456	1	0	0	0	0	0	0	0	1	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE III	3	SCÈNE I	11	457	1	0	0	0	0	0	0	0	1	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE III	3	SCÈNE I	11	458	1	0	0	0	0	0	0	0	1	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE III	3	SCÈNE II	12	459	1	0	0	0	0	0	0	0	0	1	1
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE III	3	SCÈNE II	12	460	1	0	0	0	0	0	0	0	0	1	1
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE III	3	SCÈNE II	12	461	1	0	0	0	0	0	0	0	0	1	1
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE III	3	SCÈNE II	12	462	1	0	0	0	0	0	0	0	0	1	1
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE III	3	SCÈNE II	12	463	1	0	0	0	0	0	0	0	0	1	1
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE III	3	SCÈNE II	12	464	1	0	0	0	0	0	0	0	0	1	1
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE III	3	SCÈNE II	12	465	1	0	0	0	0	0	0	0	0	1	1
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE III	3	SCÈNE II	12	466	1	0	0	0	0	0	0	0	0	1	1
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE III	3	SCÈNE II	12	467	1	0	0	0	0	0	0	0	0	1	1
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE III	3	SCÈNE II	12	468	1	0	0	0	0	0	0	0	0	1	1
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE III	3	SCÈNE II	12	469	1	0	0	0	0	0	0	0	0	1	1
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE III	3	SCÈNE II	12	470	1	0	0	0	0	0	0	0	0	1	1
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE III	3	SCÈNE II	12	471	1	0	0	0	0	0	0	0	0	1	1
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE III	3	SCÈNE II	12	472	1	0	0	0	0	0	0	0	0	1	1
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE III	3	SCÈNE II	12	473	1	0	0	0	0	0	0	0	0	1	1
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE III	3	SCÈNE II	12	474	1	0	0	0	0	0	0	0	0	1	1
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE III	3	SCÈNE II	12	475	1	0	0	0	0	0	0	0	0	1	1
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE III	3	SCÈNE II	12	476	1	0	0	0	0	0	0	0	0	1	1
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE III	3	SCÈNE II	12	477	1	0	0	0	0	0	0	0	0	1	1
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE III	3	SCÈNE II	12	478	1	0	0	0	0	0	0	0	0	1	1
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE III	3	SCÈNE II	12	479	1	0	0	0	0	0	0	0	0	1	1
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE III	3	SCÈNE II	12	480	1	0	0	0	0	0	0	0	0	1	1
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE III	3	SCÈNE II	12	481	1	0	0	0	0	0	0	0	0	1	1
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE III	3	SCÈNE II	12	482	1	0	0	0	0	0	0	0	0	1	1
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE III	3	SCÈNE III	13	483	1	0	0	0	1	0	1	0	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE III	3	SCÈNE III	13	484	1	0	0	0	1	0	1	0	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE III	3	SCÈNE III	13	485	1	0	0	0	1	0	1	0	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE III	3	SCÈNE III	13	486	1	0	0	0	1	0	1	0	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE III	3	SCÈNE III	13	487	1	0	0	0	1	0	1	0	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE III	3	SCÈNE III	13	488	1	0	0	0	1	0	1	0	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE III	3	SCÈNE III	13	489	1	0	0	0	1	0	1	0	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE III	3	SCÈNE III	13	490	1	0	0	0	1	0	1	0	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE III	3	SCÈNE III	13	491	1	0	0	0	1	0	1	0	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE III	3	SCÈNE III	13	492	1	0	0	0	1	0	1	0	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE III	3	SCÈNE III	13	493	1	0	0	0	1	0	1	0	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE III	3	SCÈNE III	13	494	1	0	0	0	1	0	1	0	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE III	3	SCÈNE III	13	495	1	0	0	0	1	0	1	0	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE III	3	SCÈNE IV	14	496	0	0	0	0	1	1	0	0	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE III	3	SCÈNE IV	14	497	0	0	0	0	1	1	0	0	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE III	3	SCÈNE IV	14	498	0	0	0	0	1	1	0	0	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE III	3	SCÈNE IV	14	499	0	0	0	0	1	1	0	0	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE III	3	SCÈNE IV	14	500	0	0	0	0	1	1	0	0	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE III	3	SCÈNE V	15	501	1	0	0	0	0	1	0	0	1	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE III	3	SCÈNE V	15	502	1	0	0	0	0	1	0	0	1	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE III	3	SCÈNE V	15	503	1	0	0	0	0	1	0	0	1	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE III	3	SCÈNE V	15	504	1	0	0	0	0	1	0	0	1	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE III	3	SCÈNE V	15	505	1	0	0	0	0	1	0	0	1	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE III	3	SCÈNE V	15	506	1	0	0	0	0	1	0	0	1	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE III	3	SCÈNE V	15	507	1	0	0	0	0	1	0	0	1	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE III	3	SCÈNE V	15	508	1	0	0	0	0	1	0	0	1	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE III	3	SCÈNE V	15	509	1	0	0	0	0	1	0	0	1	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE III	3	SCÈNE V	15	510	1	0	0	0	0	1	0	0	1	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE III	3	SCÈNE V	15	511	1	0	0	0	0	1	0	0	1	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE III	3	SCÈNE V	15	512	1	0	0	0	0	1	0	0	1	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE III	3	SCÈNE V	15	513	1	0	0	0	0	1	0	0	1	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE III	3	SCÈNE V	15	514	1	0	0	0	0	1	0	0	1	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE III	3	SCÈNE VI	16	515	1	0	0	0	0	1	1	1	1	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE III	3	SCÈNE VI	16	516	1	0	0	0	0	1	1	1	1	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE III	3	SCÈNE VI	16	517	1	0	0	0	0	1	1	1	1	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE III	3	SCÈNE VI	16	518	1	0	0	0	0	1	1	1	1	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE III	3	SCÈNE VI	16	519	1	0	0	0	0	1	1	1	1	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE III	3	SCÈNE VI	16	520	1	0	0	0	0	1	1	1	1	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE III	3	SCÈNE VI	16	521	1	0	0	0	0	1	1	1	1	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE III	3	SCÈNE VI	16	522	1	0	0	0	0	1	1	1	1	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE III	3	SCÈNE VI	16	523	1	0	0	0	0	1	1	1	1	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE III	3	SCÈNE VI	16	524	1	0	0	0	0	1	1	1	1	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE III	3	SCÈNE VI	16	525	1	0	0	0	0	1	1	1	1	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE III	3	SCÈNE VI	16	526	1	0	0	0	0	1	1	1	1	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE III	3	SCÈNE VI	16	527	1	0	0	0	0	1	1	1	1	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE III	3	SCÈNE VI	16	528	1	0	0	0	0	1	1	1	1	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE III	3	SCÈNE VI	16	529	1	0	0	0	0	1	1	1	1	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE III	3	SCÈNE VI	16	530	1	0	0	0	0	1	1	1	1	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE III	3	SCÈNE VI	16	531	1	0	0	0	0	1	1	1	1	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE III	3	SCÈNE VI	16	532	1	0	0	0	0	1	1	1	1	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE III	3	SCÈNE VI	16	533	1	0	0	0	0	1	1	1	1	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE III	3	SCÈNE VI	16	534	1	0	0	0	0	1	1	1	1	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE III	3	SCÈNE VI	16	535	1	0	0	0	0	1	1	1	1	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE III	3	SCÈNE VI	16	536	1	0	0	0	0	1	1	1	1	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE III	3	SCÈNE VI	16	537	1	0	0	0	0	1	1	1	1	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE III	3	SCÈNE VI	16	538	1	0	0	0	0	1	1	1	1	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE III	3	SCÈNE VI	16	539	1	0	0	0	0	1	1	1	1	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE III	3	SCÈNE VI	16	540	1	0	0	0	0	1	1	1	1	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE III	3	SCÈNE VI	16	541	1	0	0	0	0	1	1	1	1	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE III	3	SCÈNE VI	16	542	1	0	0	0	0	1	1	1	1	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE III	3	SCÈNE VI	16	543	1	0	0	0	0	1	1	1	1	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE III	3	SCÈNE VI	16	544	1	0	0	0	0	1	1	1	1	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE III	3	SCÈNE VI	16	545	1	0	0	0	0	1	1	1	1	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE III	3	SCÈNE VI	16	546	1	0	0	0	0	1	1	1	1	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE III	3	SCÈNE VI	16	547	1	0	0	0	0	1	1	1	1	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE III	3	SCÈNE VII	17	548	1	0	0	0	0	1	0	0	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE III	3	SCÈNE VII	17	549	1	0	0	0	0	1	0	0	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE III	3	SCÈNE VII	17	550	1	0	0	0	0	1	0	0	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE III	3	SCÈNE VII	17	551	1	0	0	0	0	1	0	0	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE III	3	SCÈNE VII	17	552	1	0	0	0	0	1	0	0	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE III	3	SCÈNE VII	17	553	1	0	0	0	0	1	0	0	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE III	3	SCÈNE VII	17	554	1	0	0	0	0	1	0	0	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE III	3	SCÈNE VII	17	555	1	0	0	0	0	1	0	0	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE III	3	SCÈNE VII	17	556	1	0	0	0	0	1	0	0	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE III	3	SCÈNE VII	17	557	1	0	0	0	0	1	0	0	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE III	3	SCÈNE VII	17	558	1	0	0	0	0	1	0	0	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE III	3	SCÈNE VII	17	559	1	0	0	0	0	1	0	0	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE III	3	SCÈNE VII	17	560	1	0	0	0	0	1	0	0	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE III	3	SCÈNE VII	17	561	1	0	0	0	0	1	0	0	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE III	3	SCÈNE VII	17	562	1	0	0	0	0	1	0	0	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE III	3	SCÈNE VII	17	563	1	0	0	0	0	1	0	0	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE III	3	SCÈNE VII	17	564	1	0	0	0	0	1	0	0	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE III	3	SCÈNE VII	17	565	1	0	0	0	0	1	0	0	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE III	3	SCÈNE VII	17	566	1	0	0	0	0	1	0	0	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE III	3	SCÈNE VII	17	567	1	0	0	0	0	1	0	0	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE III	3	SCÈNE VIII	18	568	1	0	0	0	1	1	0	0	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE III	3	SCÈNE VIII	18	569	1	0	0	0	1	1	0	0	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE III	3	SCÈNE VIII	18	570	1	0	0	0	1	1	0	0	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE III	3	SCÈNE IX	19	571	1	1	0	0	1	0	0	0	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE III	3	SCÈNE IX	19	572	1	1	0	0	1	0	0	0	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE III	3	SCÈNE IX	19	573	1	1	0	0	1	0	0	0	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE III	3	SCÈNE IX	19	574	1	1	0	0	1	0	0	0	0	0	0
LE MÉDECIN MALGRÉ LUI, COMÉDIE.	ACTE III	3	SCÈNE IX	19	575	1	1	0	0	1	0	0	0	0	0	0
