piece	div1_nom	div1_num	div2_nom	div2_num	pos	id	nom	texte	didascalie
Macbeth	Act 4	4	Scene 3	20	552	Macduff	Macduff	                        <l xml:id="sha-mac403199F" n="199">              If it be mine,            </l>                        <l xml:id="sha-mac403200" n="200">              Keep it not from me, quickly let me have it.            </l>                    	
Macbeth	Act 4	4	Scene 3	20	553	Ross	Ross	                        <l xml:id="sha-mac403201" n="201">              Let not your ears despise my tongue for ever,            </l>                        <l xml:id="sha-mac403202" n="202">              Which shall possess them with the heaviest sound            </l>                        <l xml:id="sha-mac403203I" n="203">              That ever yet they heard.            </l>                    	
Macbeth	Act 4	4	Scene 3	20	554	Macduff	Macduff	                        <l xml:id="sha-mac403203F" n="203">              Hum! I guess at it.            </l>                    	
Macbeth	Act 4	4	Scene 3	20	555	Ross	Ross	                        <l xml:id="sha-mac403204" n="204">              Your castle is surprised; your wife and babes            </l>                        <l xml:id="sha-mac403205" n="205">              Savagely slaughtered: to relate the manner,            </l>                        <l xml:id="sha-mac403206" n="206">              Were, on the quarry of these murdered deer,            </l>                        <l xml:id="sha-mac403207I" n="207">              To add the death of you.            </l>                    	
Macbeth	Act 4	4	Scene 3	20	556	Malcolm	Malcolm	                        <l xml:id="sha-mac403207F" n="207">              Merciful heaven!            </l>                        <l xml:id="sha-mac403208" n="208">              What, man! ne'er pull your hat upon your brows;            </l>                        <l xml:id="sha-mac403209" n="209">              Give sorrow words: the grief that does not speak            </l>                        <l xml:id="sha-mac403210" n="210">              Whispers the o'erfraught heart and bids it break.            </l>                    	
Macbeth	Act 4	4	Scene 3	20	557	Macduff	Macduff	                        <l xml:id="sha-mac403211I" n="211">              My children too?            </l>                    	
Macbeth	Act 4	4	Scene 3	20	558	Ross	Ross	                        <l xml:id="sha-mac403211F" n="211">              Wife, children, servants, all            </l>                        <l xml:id="sha-mac403212I" n="212">              That could be found.            </l>                    	
Macbeth	Act 4	4	Scene 3	20	559	Macduff	Macduff	                        <l xml:id="sha-mac403212F" n="212">              And I must be from thence!            </l>                        <l xml:id="sha-mac403213I" n="213">              My wife killed too?            </l>                    	
Macbeth	Act 4	4	Scene 3	20	560	Ross	Ross	                        <l xml:id="sha-mac403213M" n="213">              I have said.            </l>                    	
Macbeth	Act 4	4	Scene 3	20	561	Malcolm	Malcolm	                        <l xml:id="sha-mac403213F" n="213">              Be comforted:            </l>                        <l xml:id="sha-mac403214" n="214">              Let's make us medicines of our great revenge,            </l>                        <l xml:id="sha-mac403215" n="215">              To cure this deadly grief.            </l>                    	
Macbeth	Act 4	4	Scene 3	20	562	Macduff	Macduff	                        <l xml:id="sha-mac403216" n="216">              He has no children. All my pretty ones?            </l>                        <l xml:id="sha-mac403217" n="217">              Did you say all? O hell-kite! All?            </l>                        <l xml:id="sha-mac403218" n="218">              What, all my pretty chickens and their dam            </l>                        <l xml:id="sha-mac403219" n="219">              At one fell swoop?            </l>                    	
Macbeth	Act 4	4	Scene 3	20	563	Malcolm	Malcolm	                        <l xml:id="sha-mac403220I" n="220">              Dispute it like a man.            </l>                    	
Macbeth	Act 4	4	Scene 3	20	564	Macduff	Macduff	                        <l xml:id="sha-mac403220F" n="220">              I shall do so;            </l>                        <l xml:id="sha-mac403221" n="221">              But I must also feel it as a man:            </l>                        <l xml:id="sha-mac403222" n="222">              I cannot but remember such things were,            </l>                        <l xml:id="sha-mac403223" n="223">              That were most precious to me. Did heaven look on,            </l>                        <l xml:id="sha-mac403224" n="224">              And would not take their part? Sinful Macduff,            </l>                        <l xml:id="sha-mac403225" n="225">              They were all struck for thee! naught that I am,            </l>                        <l xml:id="sha-mac403226" n="226">              Not for their own demerits, but for mine,            </l>                        <l xml:id="sha-mac403227" n="227">              Fell slaughter on their souls. Heaven rest them now!            </l>                    	
Macbeth	Act 4	4	Scene 3	20	565	Malcolm	Malcolm	                        <l xml:id="sha-mac403228" n="228">              Be this the whetstone of your sword: let grief            </l>                        <l xml:id="sha-mac403229" n="229">              Convert to anger; blunt not the heart, enrage it.            </l>                    	
Macbeth	Act 4	4	Scene 3	20	566	Macduff	Macduff	                        <l xml:id="sha-mac403230" n="230">              O, I could play the woman with mine eyes            </l>                        <l xml:id="sha-mac403231" n="231">              And braggart with my tongue! But, gentle heavens,            </l>                        <l xml:id="sha-mac403232" n="232">              Cut short all intermission; front to front            </l>                        <l xml:id="sha-mac403233" n="233">              Bring thou this fiend of Scotland and myself;            </l>                        <l xml:id="sha-mac403234" n="234">              Within my sword's length set him; if he scape,            </l>                        <l xml:id="sha-mac403235I" n="235">              Heaven forgive him too!            </l>                    	
Macbeth	Act 4	4	Scene 3	20	567	Malcolm	Malcolm	                        <l xml:id="sha-mac403235F" n="235">              This tune goes manly.            </l>                        <l xml:id="sha-mac403236" n="236">              Come, go we to the king; our power is ready;            </l>                        <l xml:id="sha-mac403237" n="237">              Our lack is nothing but our leave: Macbeth            </l>                        <l xml:id="sha-mac403238" n="238">              Is ripe for shaking, and the powers above            </l>                                                    <l xml:id="sha-mac403239" n="239">                Put on their instruments. Receive what cheer you may:              </l>                            <l xml:id="sha-mac403240" n="240">                The night is long that never finds the day.                <didascalie>Exeunt.</didascalie></l>                        <br/>                    	
Macbeth	Act 5	5	__none__	__none__	568	__none__	__none__	__none__	Dunsinane. Ante-room in the castle.
Macbeth	Act 5	5	__none__	__none__	569	__none__	__none__	__none__	Enter a Doctor of Physic and a Waiting-Gentlewoman.
Macbeth	Act 5	5	Scene 1	21	570	mac-doct.	Doctor	                        <l xml:id="sha-mac501001" n="1">              I have two nights watched with you, but can            </l>                        <l xml:id="sha-mac501002" n="2">              perceive no truth in your report. When was it she last            </l>                        <l xml:id="sha-mac501003" n="3">              walked?            </l>                    	
Macbeth	Act 5	5	Scene 1	21	571	mac-gent.	Gentlewoman	                        <l xml:id="sha-mac501004" n="4">              Since his majesty went into the field, I have            </l>                        <l xml:id="sha-mac501005" n="5">              seen her rise from her bed, throw her nightgown            </l>                        <l xml:id="sha-mac501006" n="6">              upon her, unlock her closet, take forth paper,            </l>                        <l xml:id="sha-mac501007" n="7">              fold it, write upon't, read it, afterwards seal            </l>                        <l xml:id="sha-mac501008" n="8">              it, and again return to bed; yet all this while in a            </l>                        <l xml:id="sha-mac501009" n="9">              most fast sleep.            </l>                    	
Macbeth	Act 5	5	Scene 1	21	572	mac-doct.	Doctor	                        <l xml:id="sha-mac501010" n="10">              A great perturbation in nature, to receive at            </l>                        <l xml:id="sha-mac501011" n="11">              once the benefit of sleep, and do the effects of            </l>                        <l xml:id="sha-mac501012" n="12">              watching! In this slumbery agitation, besides            </l>                        <l xml:id="sha-mac501013" n="13">              her walking and other actual performances, what, at            </l>                        <l xml:id="sha-mac501014" n="14">              any time, have you heard her say?            </l>                    	
Macbeth	Act 5	5	Scene 1	21	573	mac-gent.	Gentlewoman	                        <l xml:id="sha-mac501015" n="15">              That, sir, which I will not report after her.            </l>                    	
Macbeth	Act 5	5	Scene 1	21	574	mac-doct.	Doctor	                        <l xml:id="sha-mac501016" n="16">              You may to me: and 'tis most meet you should.            </l>                    	
Macbeth	Act 5	5	Scene 1	21	575	mac-gent.	Gentlewoman	                        <l xml:id="sha-mac501017" n="17">              Neither to you nor any one; having no witness to            </l>                        <l xml:id="sha-mac501018" n="18">              confirm my speech.            </l>                        <didascalie>Enter LADY MACBETH, with a taper.</didascalie><l xml:id="sha-mac501019" n="19">              Lo you, here she comes! This is her very guise;            </l>                        <l xml:id="sha-mac501020" n="20">              and, upon my life, fast asleep. Observe her; stand            </l>                        <l xml:id="sha-mac501021" n="21">              close.            </l>                    	
Macbeth	Act 5	5	Scene 1	21	576	mac-doct.	Doctor	                        <l xml:id="sha-mac501022" n="22">              How came she by that light?            </l>                    	
Macbeth	Act 5	5	Scene 1	21	577	mac-gent.	Gentlewoman	                        <l xml:id="sha-mac501023" n="23">              Why, it stood by her; she has light by her            </l>                        <l xml:id="sha-mac501024" n="24">              continually; 'tis her command.            </l>                    	
Macbeth	Act 5	5	Scene 1	21	578	mac-doct.	Doctor	                        <l xml:id="sha-mac501025" n="25">              You see, her eyes are open.            </l>                    	
Macbeth	Act 5	5	Scene 1	21	579	mac-gent.	Gentlewoman	                        <l xml:id="sha-mac501026" n="26">              Ay, but their sense are shut.            </l>                    	
Macbeth	Act 5	5	Scene 1	21	580	mac-doct.	Doctor	                        <l xml:id="sha-mac501027" n="27">              What is it she does now? Look, how she rubs her hands.            </l>                    	
Macbeth	Act 5	5	Scene 1	21	581	mac-gent.	Gentlewoman	                        <l xml:id="sha-mac501028" n="28">              It is an accustomed action with her, to seem thus            </l>                        <l xml:id="sha-mac501029" n="29">              washing her hands: I have known her continue in this a            </l>                        <l xml:id="sha-mac501030" n="30">              quarter of an hour.            </l>                    	
Macbeth	Act 5	5	Scene 1	21	582	MacbethLdy	Lady Macbeth	                        <l xml:id="sha-mac501031" n="31">              Yet here's a spot.            </l>                    	
Macbeth	Act 5	5	Scene 1	21	583	mac-doct.	Doctor	                        <l xml:id="sha-mac501032" n="32">              Hark! she speaks: I will set down what comes from her,            </l>                        <l xml:id="sha-mac501033" n="33">              to satisfy my remembrance the more strongly.            </l>                    	
Macbeth	Act 5	5	Scene 1	21	584	MacbethLdy	Lady Macbeth	                        <l xml:id="sha-mac501034" n="34">              Out, damned spot! out, I say! — One: two: why,            </l>                        <l xml:id="sha-mac501035" n="35">              then 'tis time to do't. — Hell is murky! — Fie, my            </l>                        <l xml:id="sha-mac501036" n="36">              lord, fie! a soldier, and afeard? What need we            </l>                        <l xml:id="sha-mac501037" n="37">              fear who knows it, when none can call our power            </l>                        <l xml:id="sha-mac501038" n="38">              to account? — Yet who would have thought the old man to            </l>                        <l xml:id="sha-mac501039" n="39">              have had so much blood in him.            </l>                    	
Macbeth	Act 5	5	Scene 1	21	585	mac-doct.	Doctor	                        <l xml:id="sha-mac501040" n="40">              Do you mark that?            </l>                    	
Macbeth	Act 5	5	Scene 1	21	586	MacbethLdy	Lady Macbeth	                        <l xml:id="sha-mac501041" n="41">              The thane of Fife had a wife: where is she now? —            </l>                        <l xml:id="sha-mac501042" n="42">              What, will these hands ne'er be clean? — No more            </l>                        <l xml:id="sha-mac501043" n="43">              o' that, my lord, no more o' that: you mar all with            </l>                        <l xml:id="sha-mac501044" n="44">              this starting.            </l>                    	
Macbeth	Act 5	5	Scene 1	21	587	mac-doct.	Doctor	                        <l xml:id="sha-mac501045" n="45">              Go to, go to; you have known what you should not.            </l>                    	
Macbeth	Act 5	5	Scene 1	21	588	mac-gent.	Gentlewoman	                        <l xml:id="sha-mac501046" n="46">              She has spoke what she should not, I am sure of that:            </l>                        <l xml:id="sha-mac501047" n="47">              heaven knows what she has known.            </l>                    	
Macbeth	Act 5	5	Scene 1	21	589	MacbethLdy	Lady Macbeth	                        <l xml:id="sha-mac501048" n="48">              Here's the smell of the blood still: all the            </l>                        <l xml:id="sha-mac501049" n="49">              perfumes of Arabia will not sweeten this little hand.            </l>                        <l xml:id="sha-mac501050" n="50">              O, o, o!            </l>                    	
Macbeth	Act 5	5	Scene 1	21	590	mac-doct.	Doctor	                        <l xml:id="sha-mac501051" n="51">              What a sigh is there! The heart is sorely charged.            </l>                    	
Macbeth	Act 5	5	Scene 1	21	591	mac-gent.	Gentlewoman	                        <l xml:id="sha-mac501052" n="52">              I would not have such a heart in my bosom for the            </l>                        <l xml:id="sha-mac501053" n="53">              dignity of the whole body.            </l>                    	
Macbeth	Act 5	5	Scene 1	21	592	mac-doct.	Doctor	                        <l xml:id="sha-mac501054" n="54">              Well, well, well, —            </l>                    	
Macbeth	Act 5	5	Scene 1	21	593	mac-gent.	Gentlewoman	                        <l xml:id="sha-mac501055" n="55">              Pray God it be, sir.            </l>                    	
Macbeth	Act 5	5	Scene 1	21	594	mac-doct.	Doctor	                        <l xml:id="sha-mac501056" n="56">              This disease is beyond my practice: yet I have            </l>                        <l xml:id="sha-mac501057" n="57">              known those which have walked in their sleep who have            </l>                        <l xml:id="sha-mac501058" n="58">              died holily in their beds.            </l>                    	
Macbeth	Act 5	5	Scene 1	21	595	MacbethLdy	Lady Macbeth	                        <l xml:id="sha-mac501059" n="59">              Wash your hands, put on your nightgown; look not            </l>                        <l xml:id="sha-mac501060" n="60">              so pale. — I tell you yet again, Banquo's buried; he            </l>                        <l xml:id="sha-mac501061" n="61">              cannot come out on's grave.            </l>                    	
Macbeth	Act 5	5	Scene 1	21	596	mac-doct.	Doctor	                        <l xml:id="sha-mac501062" n="62">              Even so?            </l>                    	
Macbeth	Act 5	5	Scene 1	21	597	MacbethLdy	Lady Macbeth	                        <l xml:id="sha-mac501063" n="63">              To bed, to bed! there's knocking at the gate:            </l>                        <l xml:id="sha-mac501064" n="64">              come, come, come, come, give me your hand. What's done            </l>                        <l xml:id="sha-mac501065" n="65">              cannot be undone. — To bed, to bed, to bed!            </l>                        <didascalie>Exit.</didascalie>	
Macbeth	Act 5	5	Scene 1	21	598	mac-doct.	Doctor	                        <l xml:id="sha-mac501066" n="66">              Will she go now to bed?            </l>                    	
Macbeth	Act 5	5	Scene 1	21	599	mac-gent.	Gentlewoman	                        <l xml:id="sha-mac501067" n="67">              Directly.            </l>                    	
Macbeth	Act 5	5	Scene 1	21	600	mac-doct.	Doctor	                        <l xml:id="sha-mac501068" n="68">              Foul whisperings are abroad: unnatural deeds            </l>                        <l xml:id="sha-mac501069" n="69">              Do breed unnatural troubles: infected minds            </l>                        <l xml:id="sha-mac501070" n="70">              To their deaf pillows will discharge their secrets:            </l>                        <l xml:id="sha-mac501071" n="71">              More needs she the divine than the physician.            </l>                        <l xml:id="sha-mac501072" n="72">              God, God forgive us all! Look after her;            </l>                        <l xml:id="sha-mac501073" n="73">              Remove from her the means of all annoyance,            </l>                        <l xml:id="sha-mac501074" n="74">              And still keep eyes upon her. So, good night:            </l>                        <l xml:id="sha-mac501075" n="75">              My mind she has mated, and amazed my sight.            </l>                        <l xml:id="sha-mac501076I" n="76">              I think, but dare not speak.            </l>                    	
Macbeth	Act 5	5	Scene 1	21	601	mac-gent.	Gentlewoman	                        <l xml:id="sha-mac501076F" n="76">              Good night, good doctor.              <didascalie>Exeunt.</didascalie></l>                    	
Macbeth	Act 5	5	__none__	__none__	602	__none__	__none__	__none__	The country near Dunsinane. Drum and colours.
Macbeth	Act 5	5	__none__	__none__	603	__none__	__none__	__none__	Enter MENTEITH, CAITHNESS, ANGUS, LENNOX, and Soldiers.
Macbeth	Act 5	5	Scene 2	22	604	Menteith	Menteith	                        <l xml:id="sha-mac502001" n="1">              The English power is near, led on by Malcolm,            </l>                        <l xml:id="sha-mac502002" n="2">              His uncle Siward and the good Macduff:            </l>                        <l xml:id="sha-mac502003" n="3">              Revenges burn in them; for their dear causes            </l>                        <l xml:id="sha-mac502004" n="4">              Would to the bleeding and the grim alarm            </l>                        <l xml:id="sha-mac502005I" n="5">              Excite the mortified man.            </l>                    	
Macbeth	Act 5	5	Scene 2	22	605	Angus2	Angus	                        <l xml:id="sha-mac502005F" n="5">              Near Birnam wood            </l>                        <l xml:id="sha-mac502006" n="6">              Shall we well meet them; that way are they coming.            </l>                    	
Macbeth	Act 5	5	Scene 2	22	606	Caithness	Caithness	                        <l xml:id="sha-mac502007" n="7">              Who knows if Donalbain be with his brother?            </l>                    	
Macbeth	Act 5	5	Scene 2	22	607	Lennox	Lennox	                        <l xml:id="sha-mac502008" n="8">              For certain, sir, he is not: I have a file            </l>                        <l xml:id="sha-mac502009" n="9">              Of all the gentry: there is Siward's son,            </l>                        <l xml:id="sha-mac502010" n="10">              And many unrough youths that even now            </l>                        <l xml:id="sha-mac502011I" n="11">              Protest their first of manhood.            </l>                    	
Macbeth	Act 5	5	Scene 2	22	608	Menteith	Menteith	                        <l xml:id="sha-mac502011F" n="11">              What does the tyrant?            </l>                    	
Macbeth	Act 5	5	Scene 2	22	609	Caithness	Caithness	                        <l xml:id="sha-mac502012" n="12">              Great Dunsinane he strongly fortifies:            </l>                        <l xml:id="sha-mac502013" n="13">              Some say he's mad: others that lesser hate him            </l>                        <l xml:id="sha-mac502014" n="14">              Do call it valiant fury: but, for certain            </l>                        <l xml:id="sha-mac502015" n="15">              He cannot buckle his distempered cause            </l>                        <l xml:id="sha-mac502016I" n="16">              Within the belt of rule.            </l>                    	
Macbeth	Act 5	5	Scene 2	22	610	Angus2	Angus	                        <l xml:id="sha-mac502016F" n="16">              Now does he feel            </l>                        <l xml:id="sha-mac502017" n="17">              His secret murders sticking on his hands;            </l>                        <l xml:id="sha-mac502018" n="18">              Now minutely revolts upbraid his faith-breach;            </l>                        <l xml:id="sha-mac502019" n="19">              Those he commands move only in command,            </l>                        <l xml:id="sha-mac502020" n="20">              Nothing in love: now does he feel his title            </l>                        <l xml:id="sha-mac502021" n="21">              Hang loose about him, like a giant's robe            </l>                        <l xml:id="sha-mac502022I" n="22">              Upon a dwarfish thief.            </l>                    	
Macbeth	Act 5	5	Scene 2	22	611	Menteith	Menteith	                        <l xml:id="sha-mac502022F" n="22">              Who then shall blame            </l>                        <l xml:id="sha-mac502023" n="23">              His pestered senses to recoil and start,            </l>                        <l xml:id="sha-mac502024" n="24">              When all that is within him does condemn            </l>                        <l xml:id="sha-mac502025I" n="25">              Itself for being there?            </l>                    	
Macbeth	Act 5	5	Scene 2	22	612	Caithness	Caithness	                        <l xml:id="sha-mac502025F" n="25">              Well, march we on,            </l>                        <l xml:id="sha-mac502026" n="26">              To give obedience where 'tis truly owed:            </l>                        <l xml:id="sha-mac502027" n="27">              Meet we the medicine of the sickly weal,            </l>                        <l xml:id="sha-mac502028" n="28">              And with him pour we in our country's purge            </l>                        <l xml:id="sha-mac502029I" n="29">              Each drop of us.            </l>                    	
Macbeth	Act 5	5	Scene 2	22	613	Lennox	Lennox	                        <l xml:id="sha-mac502029F" n="29">              Or so much as it needs,            </l>                        <l xml:id="sha-mac502030" n="30">              To dew the sovereign flower and drown the weeds.            </l>                        <l xml:id="sha-mac502031" n="31">              Make we our march towards Birnam.              <didascalie>Exeunt, marching.</didascalie></l>                    	
Macbeth	Act 5	5	__none__	__none__	614	__none__	__none__	__none__	Dunsinane. A room in the castle.
Macbeth	Act 5	5	__none__	__none__	615	__none__	__none__	__none__	Enter MACBETH, Doctor, and Attendants.
Macbeth	Act 5	5	Scene 3	23	616	Macbeth	Macbeth	                        <l xml:id="sha-mac503001" n="1">              Bring me no more reports; let them fly all:            </l>                        <l xml:id="sha-mac503002" n="2">              Till Birnam wood remove to Dunsinane,            </l>                        <l xml:id="sha-mac503003" n="3">              I cannot taint with fear. What's the boy Malcolm?            </l>                        <l xml:id="sha-mac503004" n="4">              Was he not born of woman? The spirits that know            </l>                        <l xml:id="sha-mac503005" n="5">              All mortal consequences have pronounced me thus:            </l>                        <l xml:id="sha-mac503006" n="6">              “Fear not, Macbeth; no man that's born of woman            </l>                        <l xml:id="sha-mac503007" n="7">              Shall e'er have power upon thee.” Then fly, false thanes,            </l>                        <l xml:id="sha-mac503008" n="8">              And mingle with the English epicures:            </l>                        <l xml:id="sha-mac503009" n="9">              The mind I sway by and the heart I bear            </l>                        <l xml:id="sha-mac503010" n="10">              Shall never sag with doubt nor shake with fear.              <didascalie>Enter a Servant.</didascalie></l>                        <l xml:id="sha-mac503011" n="11">              The devil damn thee black, thou cream-faced loon!            </l>                        <l xml:id="sha-mac503012" n="12">              Where got'st thou that goose-look?            </l>                    	
Macbeth	Act 5	5	Scene 3	23	617	mac-serv.	Servant	                        <l xml:id="sha-mac503013I" n="13">              There is ten thousand —            </l>                    	
Macbeth	Act 5	5	Scene 3	23	618	Macbeth	Macbeth	                        <l xml:id="sha-mac503013M" n="13">              Geese, villain!            </l>                    	
Macbeth	Act 5	5	Scene 3	23	619	mac-serve.	Servant	                        <l xml:id="sha-mac503013F" n="13">              Soldiers, sir.            </l>                    	
Macbeth	Act 5	5	Scene 3	23	620	Macbeth	Macbeth	                        <l xml:id="sha-mac503014" n="14">              Go, prick thy face, and overred thy fear,            </l>                        <l xml:id="sha-mac503015" n="15">              Thou lily-livered boy. What soldiers, patch?            </l>                        <l xml:id="sha-mac503016" n="16">              Death of thy soul! those linen cheeks of thine            </l>                        <l xml:id="sha-mac503017" n="17">              Are counsellors to fear. What soldiers, whey-face?            </l>                    	
Macbeth	Act 5	5	Scene 3	23	621	mac-serv.	Servant	                        <l xml:id="sha-mac503018" n="18">              The English force, so please you.            </l>                    	
Macbeth	Act 5	5	Scene 3	23	622	Macbeth	Macbeth	                        <l xml:id="sha-mac503019" n="19">              Take thy face hence.               <didascalie>Exit Servant.</didascalie></l>                        <l xml:id="sha-mac503020" n="20">              When I behold — Seyton, I say! — This push            </l>                        <l xml:id="sha-mac503021" n="21">              Will cheer me ever, or disseat me now.            </l>                        <l xml:id="sha-mac503022" n="22">              I have lived long enough: my way of life            </l>                        <l xml:id="sha-mac503023" n="23">              Is fall'n into the sear, the yellow leaf;            </l>                        <l xml:id="sha-mac503024" n="24">              And that which should accompany old age,            </l>                        <l xml:id="sha-mac503025" n="25">              As honour, love, obedience, troops of friends,            </l>                        <l xml:id="sha-mac503026" n="26">              I must not look to have; but, in their stead,            </l>                        <l xml:id="sha-mac503027" n="27">              Curses, not loud but deep, mouth-honour, breath,            </l>                        <l xml:id="sha-mac503028" n="28">              Which the poor heart would fain deny, and dare not.            </l>                        <l xml:id="sha-mac503029" n="29">              Seyton!              <didascalie>Enter SEYTON.</didascalie></l>                    	
Macbeth	Act 5	5	Scene 3	23	623	Seyton	Seyton	                        <l xml:id="sha-mac503030I" n="30">              What's your gracious pleasure?            </l>                    	
Macbeth	Act 5	5	Scene 3	23	624	Macbeth	Macbeth	                        <l xml:id="sha-mac503030F" n="30">              What news more?            </l>                    	
Macbeth	Act 5	5	Scene 3	23	625	Seyton	Seyton	                        <l xml:id="sha-mac503031" n="31">              All is confirmed, my lord, which was reported.            </l>                    	
Macbeth	Act 5	5	Scene 3	23	626	Macbeth	Macbeth	                        <l xml:id="sha-mac503032" n="32">              I'll fight till from my bones my flesh be hacked.            </l>                        <l xml:id="sha-mac503033I" n="33">              Give me my armour.            </l>                    	
Macbeth	Act 5	5	Scene 3	23	627	Seyton	Seyton	                        <l xml:id="sha-mac503033F" n="33">              'Tis not needed yet.            </l>                    	
Macbeth	Act 5	5	Scene 3	23	628	Macbeth	Macbeth	                        <l xml:id="sha-mac503034" n="34">              I'll put it on.            </l>                        <l xml:id="sha-mac503035" n="35">              Send out moe horses; skirr the country round;            </l>                        <l xml:id="sha-mac503036" n="36">              Hang those that talk of fear. Give me mine armour.            </l>                        <l xml:id="sha-mac503037I" n="37">              How does your patient, doctor?            </l>                    	
Macbeth	Act 5	5	Scene 3	23	629	mac-doct.	Doctor	                        <l xml:id="sha-mac503037F" n="37">              Not so sick, my lord,            </l>                        <l xml:id="sha-mac503038" n="38">              As she is troubled with thick-coming fancies,            </l>                        <l xml:id="sha-mac503039I" n="39">              That keep her from her rest.            </l>                    	
Macbeth	Act 5	5	Scene 3	23	630	Macbeth	Macbeth	                        <l xml:id="sha-mac503039F" n="39">              Cure her of that.            </l>                        <l xml:id="sha-mac503040" n="40">              Canst thou not minister to a mind diseased,            </l>                        <l xml:id="sha-mac503041" n="41">              Pluck from the memory a rooted sorrow,            </l>                        <l xml:id="sha-mac503042" n="42">              Raze out the written troubles of the brain            </l>                        <l xml:id="sha-mac503043" n="43">              And with some sweet oblivious antidote            </l>                        <l xml:id="sha-mac503044" n="44">              Cleanse the stuffed bosom of that perilous stuff            </l>                        <l xml:id="sha-mac503045I" n="45">              Which weighs upon the heart?            </l>                    	
Macbeth	Act 5	5	Scene 3	23	631	mac-doct.	Doctor	                        <l xml:id="sha-mac503045F" n="45">              Therein the patient            </l>                        <l xml:id="sha-mac503046" n="46">              Must minister to himself.            </l>                    	
Macbeth	Act 5	5	Scene 3	23	632	Macbeth	Macbeth	                        <l xml:id="sha-mac503047" n="47">              Throw physic to the dogs; I'll none of it.            </l>                        <l xml:id="sha-mac503048" n="48">              Come, put mine armour on; give me my staff.            </l>                        <l xml:id="sha-mac503049" n="49">              Seyton, send out. Doctor, the thanes fly from me.            </l>                        <l xml:id="sha-mac503050" n="50">              Come, sir, dispatch. If thou couldst, doctor, cast            </l>                        <l xml:id="sha-mac503051" n="51">              The water of my land, find her disease,            </l>                        <l xml:id="sha-mac503052" n="52">              And purge it to a sound and pristine health,            </l>                        <l xml:id="sha-mac503053" n="53">              I would applaud thee to the very echo,            </l>                        <l xml:id="sha-mac503054" n="54">              That should applaud again. — Pull't off, I say. —            </l>                        <l xml:id="sha-mac503055" n="55">              What rhubarb, cyme, or what purgative drug,            </l>                        <l xml:id="sha-mac503056" n="56">              Would scour these English hence? Hear'st thou of them?            </l>                    	
Macbeth	Act 5	5	Scene 3	23	633	mac-doct.	Doctor	                        <l xml:id="sha-mac503057" n="57">              Ay, my good lord; your royal preparation            </l>                        <l xml:id="sha-mac503058I" n="58">              Makes us hear something.            </l>                    	
Macbeth	Act 5	5	Scene 3	23	634	Macbeth	Macbeth	                        <l xml:id="sha-mac503058F" n="58">              Bring it after me.            </l>                        <l xml:id="sha-mac503059" n="59">              I will not be afraid of death and bane,            </l>                        <l xml:id="sha-mac503060" n="60">              Till Birnam forest come to Dunsinane.            </l>                    	
Macbeth	Act 5	5	Scene 3	23	635	mac-doct.	Doctor	                        <didascalie>Aside</didascalie><l xml:id="sha-mac503061" n="61">              Were I from Dunsinane away and clear,            </l>                        <l xml:id="sha-mac503062" n="62">              Profit again should hardly draw me here.              <didascalie>Exeunt.</didascalie></l>                    	
Macbeth	Act 5	5	__none__	__none__	636	__none__	__none__	__none__	Country near Birnam mood. Drum and colours.
Macbeth	Act 5	5	__none__	__none__	637	__none__	__none__	__none__	Enter MALCOLM, old SIWARD and his Son, MACDUFF, MENTEITH, CAITHNESS, ANGUS, LENNOX, ROSS, and Soldiers, marching.
Macbeth	Act 5	5	Scene 4	24	638	Malcolm	Malcolm	                        <l xml:id="sha-mac504001" n="1">              Cousins, I hope the days are near at hand            </l>                        <l xml:id="sha-mac504002I" n="2">              That chambers will be safe.            </l>                    	
Macbeth	Act 5	5	Scene 4	24	639	Menteith	Menteith	                        <l xml:id="sha-mac504002F" n="2">              We doubt it nothing.            </l>                    	
Macbeth	Act 5	5	Scene 4	24	640	Siward	Siward	                        <l xml:id="sha-mac504003I" n="3">              What wood is this before us?            </l>                    	
Macbeth	Act 5	5	Scene 4	24	641	Menteith	Menteith	                        <l xml:id="sha-mac504003F" n="3">              The wood of Birnam.            </l>                    	
Macbeth	Act 5	5	Scene 4	24	642	Malcolm	Malcolm	                        <l xml:id="sha-mac504004" n="4">              Let every soldier hew him down a bough            </l>                        <l xml:id="sha-mac504005" n="5">              And bear't before him: thereby shall we shadow            </l>                        <l xml:id="sha-mac504006" n="6">              The numbers of our host and make discovery            </l>                        <l xml:id="sha-mac504007I" n="7">              Err in report of us.            </l>                    	
Macbeth	Act 5	5	Scene 4	24	643	mac-soldiers.	Soldiers	                        <l xml:id="sha-mac504007F" n="7">              It shall be done.            </l>                    	
Macbeth	Act 5	5	Scene 4	24	644	Siward	Siward	                        <l xml:id="sha-mac504008" n="8">              We learn no other but the confident tyrant            </l>                        <l xml:id="sha-mac504009" n="9">              Keeps still in Dunsinane, and will endure            </l>                        <l xml:id="sha-mac504010I" n="10">              Our setting down before't.            </l>                    	
