piece	div1_nom	div1_num	div2_nom	div2_num	pos	id	nom	texte	didascalie
Macbeth	Act 1	1	Scene 5	5	104	mac-mess.	Messenger	                        <l xml:id="sha-mac105034" n="34">              So please you, it is true: our thane is coming:            </l>                        <l xml:id="sha-mac105035" n="35">              One of my fellows had the speed of him,            </l>                        <l xml:id="sha-mac105036" n="36">              Who, almost dead for breath, had scarcely more            </l>                        <l xml:id="sha-mac105037I" n="37">              Than would make up his message.            </l>                    	
Macbeth	Act 1	1	Scene 5	5	105	MacbethLdy	Lady Macbeth	                        <l xml:id="sha-mac105037F" n="37">              Give him tending;            </l>                        <l xml:id="sha-mac105038" n="38">              He brings great news.               <didascalie>Exit Messenger.</didascalie></l>                        <l xml:id="sha-mac105039" n="39">              That croaks the fatal entrance of Duncan            </l>                        <l xml:id="sha-mac105040" n="40">              Under my battlements. Come, you spirits            </l>                        <l xml:id="sha-mac105041" n="41">              That tend on mortal thoughts, unsex me here,            </l>                        <l xml:id="sha-mac105042" n="42">              And fill me from the crown to the toe topfull            </l>                        <l xml:id="sha-mac105043" n="43">              Of direst cruelty! make thick my blood;            </l>                        <l xml:id="sha-mac105044" n="44">              Stop up the access and passage to remorse,            </l>                        <l xml:id="sha-mac105045" n="45">              That no compunctious visitings of nature            </l>                        <l xml:id="sha-mac105046" n="46">              Shake my fell purpose, nor keep peace between            </l>                        <l xml:id="sha-mac105047" n="47">              The effect and it! Come to my woman's breasts,            </l>                        <l xml:id="sha-mac105048" n="48">              And take my milk for gall, you murdering ministers,            </l>                        <l xml:id="sha-mac105049" n="49">              Wherever in your sightless substances            </l>                        <l xml:id="sha-mac105050" n="50">              You wait on nature's mischief! Come, thick night,            </l>                        <l xml:id="sha-mac105051" n="51">              And pall thee in the dunnest smoke of hell,            </l>                        <l xml:id="sha-mac105052" n="52">              That my keen knife see not the wound it makes,            </l>                        <l xml:id="sha-mac105053" n="53">              Nor heaven peep through the blanket of the dark,            </l>                        <l xml:id="sha-mac105054" n="54">              To cry “Hold, hold!”               <didascalie>Enter MACBETH.</didascalie></l>                        <l xml:id="sha-mac105055" n="55">              Greater than both, by the all-hail hereafter!            </l>                        <l xml:id="sha-mac105056" n="56">              Thy letters have transported me beyond            </l>                        <l xml:id="sha-mac105057" n="57">              This ignorant present, and I feel now            </l>                        <l xml:id="sha-mac105058I" n="58">              The future in the instant.            </l>                    	
Macbeth	Act 1	1	Scene 5	5	106	Macbeth	Macbeth	                        <l xml:id="sha-mac105058F" n="58">              My dearest love,            </l>                        <l xml:id="sha-mac105059I" n="59">              Duncan comes here to-night.            </l>                    	
Macbeth	Act 1	1	Scene 5	5	107	MacbethLdy	Lady Macbeth	                        <l xml:id="sha-mac105059F" n="59">              And when goes hence?            </l>                    	
Macbeth	Act 1	1	Scene 5	5	108	Macbeth	Macbeth	                        <l xml:id="sha-mac105060I" n="60">              To-morrow, as he purposes.            </l>                    	
Macbeth	Act 1	1	Scene 5	5	109	MacbethLdy	Lady Macbeth	                        <l xml:id="sha-mac105060F" n="60">              O, never            </l>                        <l xml:id="sha-mac105061" n="61">              Shall sun that morrow see!            </l>                        <l xml:id="sha-mac105062" n="62">              Your face, my thane, is as a book where men            </l>                        <l xml:id="sha-mac105063" n="63">              May read strange matters. To beguile the time,            </l>                        <l xml:id="sha-mac105064" n="64">              Look like the time; bear welcome in your eye,            </l>                        <l xml:id="sha-mac105065" n="65">              Your hand, your tongue: look like the innocent flower,            </l>                        <l xml:id="sha-mac105066" n="66">              But be the serpent under't. He that's coming            </l>                        <l xml:id="sha-mac105067" n="67">              Must be provided for: and you shall put            </l>                        <l xml:id="sha-mac105068" n="68">              This night's great business into my dispatch;            </l>                        <l xml:id="sha-mac105069" n="69">              Which shall to all our nights and days to come            </l>                        <l xml:id="sha-mac105070" n="70">              Give solely sovereign sway and masterdom.            </l>                    	
Macbeth	Act 1	1	Scene 5	5	110	Macbeth	Macbeth	                        <l xml:id="sha-mac105071I" n="71">              We will speak further.            </l>                    	
Macbeth	Act 1	1	Scene 5	5	111	MacbethLdy	Lady Macbeth	                        <l xml:id="sha-mac105071F" n="71">              Only look up clear;            </l>                        <l xml:id="sha-mac105072" n="72">              To alter favour ever is to fear:            </l>                        <l xml:id="sha-mac105073" n="73">              Leave all the rest to me.              <didascalie>Exeunt.</didascalie></l>                    	
Macbeth	Act 1	1	__none__	__none__	112	__none__	__none__	__none__	Before Macbeth's castle. Hautboys and torches.
Macbeth	Act 1	1	__none__	__none__	113	__none__	__none__	__none__	Enter DUNCAN, MALCOLM, DONALBAIN, BANQUO, LENNOX, MACDUFF, ROSS, ANGUS, and Attendants.
Macbeth	Act 1	1	Scene 6	6	114	Duncan	Duncan	                        <l xml:id="sha-mac106001" n="1">              This castle hath a pleasant seat; the air            </l>                        <l xml:id="sha-mac106002" n="2">              Nimbly and sweetly recommends itself            </l>                        <l xml:id="sha-mac106003I" n="3">              Unto our gentle senses.            </l>                    	
Macbeth	Act 1	1	Scene 6	6	115	Banquo	Banquo	                        <l xml:id="sha-mac106003F" n="3">              This guest of summer,            </l>                        <l xml:id="sha-mac106004" n="4">              The temple-haunting martlet, does approve,            </l>                        <l xml:id="sha-mac106005" n="5">              By his loved mansionry, that the heaven's breath            </l>                        <l xml:id="sha-mac106006" n="6">              Smells wooingly here: no jutty, frieze,            </l>                        <l xml:id="sha-mac106007" n="7">              Buttress, nor coign of vantage, but this bird            </l>                        <l xml:id="sha-mac106008" n="8">              Hath made his pendent bed and procreant cradle:            </l>                        <l xml:id="sha-mac106009" n="9">              Where they most breed and haunt I have observed,            </l>                        <l xml:id="sha-mac106010I" n="10">              The air is delicate.              <didascalie>Enter LADY MACBETH.</didascalie></l>                    	
Macbeth	Act 1	1	Scene 6	6	116	Duncan	Duncan	                        <l xml:id="sha-mac106010F" n="10">              See, see, our honoured hostess!            </l>                        <l xml:id="sha-mac106011" n="11">              The love that follows us sometime is our trouble,            </l>                        <l xml:id="sha-mac106012" n="12">              Which still we thank as love. Herein I teach you            </l>                        <l xml:id="sha-mac106013" n="13">              How you shall bid God 'ild us for your pains,            </l>                        <l xml:id="sha-mac106014I" n="14">              And thank us for your trouble.            </l>                    	
Macbeth	Act 1	1	Scene 6	6	117	MacbethLdy	Lady Macbeth	                        <l xml:id="sha-mac106014F" n="14">              All our service            </l>                        <l xml:id="sha-mac106015" n="15">              In every point twice done and then done double            </l>                        <l xml:id="sha-mac106016" n="16">              Were poor and single business to contend            </l>                        <l xml:id="sha-mac106017" n="17">              Against those honours deep and broad wherewith            </l>                        <l xml:id="sha-mac106018" n="18">              Your majesty loads our house: for those of old,            </l>                        <l xml:id="sha-mac106019" n="19">              And the late dignities heaped up to them,            </l>                        <l xml:id="sha-mac106020I" n="20">              We rest your hermits.            </l>                    	
Macbeth	Act 1	1	Scene 6	6	118	Duncan	Duncan	                        <l xml:id="sha-mac106020F" n="20">              Where's the thane of Cawdor?            </l>                        <l xml:id="sha-mac106021" n="21">              We coursed him at the heels, and had a purpose            </l>                        <l xml:id="sha-mac106022" n="22">              To be his purveyor: but he rides well;            </l>                        <l xml:id="sha-mac106023" n="23">              And his great love, sharp as his spur, hath holp him            </l>                        <l xml:id="sha-mac106024" n="24">              To his home before us. Fair and noble hostess,            </l>                        <l xml:id="sha-mac106025I" n="25">              We are your guest to-night.            </l>                    	
Macbeth	Act 1	1	Scene 6	6	119	MacbethLdy	Lady Macbeth	                        <l xml:id="sha-mac106025F" n="25">              Your servants ever            </l>                        <l xml:id="sha-mac106026" n="26">              Have theirs, themselves and what is theirs in compt,            </l>                        <l xml:id="sha-mac106027" n="27">              To make their audit at your highness' pleasure,            </l>                        <l xml:id="sha-mac106028I" n="28">              Still to return your own.            </l>                    	
Macbeth	Act 1	1	Scene 6	6	120	Duncan	Duncan	                        <l xml:id="sha-mac106028F" n="28">              Give me your hand;            </l>                        <l xml:id="sha-mac106029" n="29">              Conduct me to mine host: we love him highly,            </l>                        <l xml:id="sha-mac106030" n="30">              And shall continue our graces towards him.            </l>                        <l xml:id="sha-mac106031" n="31">              By your leave, hostess.              <didascalie>Exeunt.</didascalie></l>                    	
Macbeth	Act 1	1	__none__	__none__	121	__none__	__none__	__none__	Macbeth's castle. Hautboys and torches.
Macbeth	Act 1	1	__none__	__none__	122	__none__	__none__	__none__	Enter a Sewer, and divers Servants with dishes and service, and pass over the stage. Then enter MACBETH.
Macbeth	Act 1	1	Scene 7	7	123	Macbeth	Macbeth	                        <l xml:id="sha-mac107001" n="1">              If it were done when 'tis done, then 'twere well            </l>                        <l xml:id="sha-mac107002" n="2">              It were done quickly: if the assassination            </l>                        <l xml:id="sha-mac107003" n="3">              Could trammel up the consequence, and catch            </l>                        <l xml:id="sha-mac107004" n="4">              With his surcease success; that but this blow            </l>                        <l xml:id="sha-mac107005" n="5">              Might be the be-all and the end-all here,            </l>                        <l xml:id="sha-mac107006" n="6">              But here, upon this bank and shoal of time,            </l>                        <l xml:id="sha-mac107007" n="7">              We'ld jump the life to come. But in these cases            </l>                        <l xml:id="sha-mac107008" n="8">              We still have judgement here; that we but teach            </l>                        <l xml:id="sha-mac107009" n="9">              Bloody instructions, which, being taught, return            </l>                        <l xml:id="sha-mac107010" n="10">              To plague the inventor: this even-handed justice            </l>                        <l xml:id="sha-mac107011" n="11">              Commends the ingredience of our poisoned chalice            </l>                        <l xml:id="sha-mac107012" n="12">              To our own lips. He's here in double trust;            </l>                        <l xml:id="sha-mac107013" n="13">              First, as I am his kinsman and his subject,            </l>                        <l xml:id="sha-mac107014" n="14">              Strong both against the deed; then, as his host,            </l>                        <l xml:id="sha-mac107015" n="15">              Who should against his murderer shut the door,            </l>                        <l xml:id="sha-mac107016" n="16">              Not bear the knife myself. Besides, this Duncan            </l>                        <l xml:id="sha-mac107017" n="17">              Hath borne his faculties so meek, hath been            </l>                        <l xml:id="sha-mac107018" n="18">              So clear in his great office, that his virtues            </l>                        <l xml:id="sha-mac107019" n="19">              Will plead like angels, trumpet-tongued, against            </l>                        <l xml:id="sha-mac107020" n="20">              The deep damnation of his taking-off;            </l>                        <l xml:id="sha-mac107021" n="21">              And pity, like a naked newborn babe,            </l>                        <l xml:id="sha-mac107022" n="22">              Striding the blast, or heaven's cherubin, horsed            </l>                        <l xml:id="sha-mac107023" n="23">              Upon the sightless couriers of the air,            </l>                        <l xml:id="sha-mac107024" n="24">              Shall blow the horrid deed in every eye,            </l>                        <l xml:id="sha-mac107025" n="25">              That tears shall drown the wind. I have no spur            </l>                        <l xml:id="sha-mac107026" n="26">              To prick the sides of my intent, but only            </l>                        <l xml:id="sha-mac107027" n="27">              Vaulting ambition, which o'erleaps itself            </l>                        <l xml:id="sha-mac107028" n="28">              And falls on the other.               <didascalie>Enter LADY MACBETH.</didascalie></l>                    	
Macbeth	Act 1	1	Scene 7	7	124	MacbethLdy	Lady Macbeth	                        <l xml:id="sha-mac107029" n="29">              He has almost supped: why have you left the chamber?            </l>                    	
Macbeth	Act 1	1	Scene 7	7	125	Macbeth	Macbeth	                        <l xml:id="sha-mac107030I" n="30">              Hath he asked for me?            </l>                    	
Macbeth	Act 1	1	Scene 7	7	126	MacbethLdy	Lady Macbeth	                        <l xml:id="sha-mac107030F" n="30">              Know you not he has?            </l>                    	
Macbeth	Act 1	1	Scene 7	7	127	Macbeth	Macbeth	                        <l xml:id="sha-mac107031" n="31">              We will proceed no further in this business:            </l>                        <l xml:id="sha-mac107032" n="32">              He hath honoured me of late; and I have bought            </l>                        <l xml:id="sha-mac107033" n="33">              Golden opinions from all sorts of people,            </l>                        <l xml:id="sha-mac107034" n="34">              Which would be worn now in their newest gloss,            </l>                        <l xml:id="sha-mac107035I" n="35">              Not cast aside so soon.            </l>                    	
Macbeth	Act 1	1	Scene 7	7	128	MacbethLdy	Lady Macbeth	                        <l xml:id="sha-mac107035F" n="35">              Was the hope drunk            </l>                        <l xml:id="sha-mac107036" n="36">              Wherein you dressed yourself? hath it slept since?            </l>                        <l xml:id="sha-mac107037" n="37">              And wakes it now, to look so green and pale            </l>                        <l xml:id="sha-mac107038" n="38">              At what it did so freely? From this time            </l>                        <l xml:id="sha-mac107039" n="39">              Such I account thy love. Art thou afeard            </l>                        <l xml:id="sha-mac107040" n="40">              To be the same in thine own act and valour            </l>                        <l xml:id="sha-mac107041" n="41">              As thou art in desire? Wouldst thou have that            </l>                        <l xml:id="sha-mac107042" n="42">              Which thou esteem'st the ornament of life,            </l>                        <l xml:id="sha-mac107043" n="43">              And live a coward in thine own esteem,            </l>                        <l xml:id="sha-mac107044" n="44">              Letting “I dare not” wait upon “I would,”            </l>                        <l xml:id="sha-mac107045I" n="45">              Like the poor cat i' the adage?            </l>                    	
Macbeth	Act 1	1	Scene 7	7	129	Macbeth	Macbeth	                        <l xml:id="sha-mac107045F" n="45">              Prithee, peace:            </l>                        <l xml:id="sha-mac107046" n="46">              I dare do all that may become a man;            </l>                        <l xml:id="sha-mac107047I" n="47">              Who dares do more is none.            </l>                    	
Macbeth	Act 1	1	Scene 7	7	130	MacbethLdy	Lady Macbeth	                        <l xml:id="sha-mac107047F" n="47">              What beast was't, then,            </l>                        <l xml:id="sha-mac107048" n="48">              That made you break this enterprise to me?            </l>                        <l xml:id="sha-mac107049" n="49">              When you durst do it, then you were a man;            </l>                        <l xml:id="sha-mac107050" n="50">              And, to be more than what you were, you would            </l>                        <l xml:id="sha-mac107051" n="51">              Be so much more the man. Nor time nor place            </l>                        <l xml:id="sha-mac107052" n="52">              Did then adhere, and yet you would make both:            </l>                        <l xml:id="sha-mac107053" n="53">              They have made themselves, and that their fitness now            </l>                        <l xml:id="sha-mac107054" n="54">              Does unmake you. I have given suck, and know            </l>                        <l xml:id="sha-mac107055" n="55">              How tender 'tis to love the babe that milks me:            </l>                        <l xml:id="sha-mac107056" n="56">              I would, while it was smiling in my face,            </l>                        <l xml:id="sha-mac107057" n="57">              Have plucked my nipple from his boneless gums,            </l>                        <l xml:id="sha-mac107058" n="58">              And dashed the brains out, had I so sworn as you            </l>                        <l xml:id="sha-mac107059I" n="59">              Have done to this.            </l>                    	
Macbeth	Act 1	1	Scene 7	7	131	Macbeth	Macbeth	                        <l xml:id="sha-mac107059M" n="59">              If we should fail?            </l>                    	
Macbeth	Act 1	1	Scene 7	7	132	MacbethLdy	Lady Macbeth	                        <l xml:id="sha-mac107059F" n="59">              We fail!            </l>                        <l xml:id="sha-mac107060" n="60">              But screw your courage to the sticking place,            </l>                        <l xml:id="sha-mac107061" n="61">              And we'll not fail. When Duncan is asleep —            </l>                        <l xml:id="sha-mac107062" n="62">              Whereto the rather shall his day's hard journey            </l>                        <l xml:id="sha-mac107063" n="63">              Soundly invite him — his two chamberlains            </l>                        <l xml:id="sha-mac107064" n="64">              Will I with wine and wassail so convince            </l>                        <l xml:id="sha-mac107065" n="65">              That memory, the warder of the brain,            </l>                        <l xml:id="sha-mac107066" n="66">              Shall be a fume, and the receipt of reason            </l>                        <l xml:id="sha-mac107067" n="67">              A limbeck only: when in swinish sleep            </l>                        <l xml:id="sha-mac107068" n="68">              Their drenched natures lies as in a death,            </l>                        <l xml:id="sha-mac107069" n="69">              What cannot you and I perform upon            </l>                        <l xml:id="sha-mac107070" n="70">              The unguarded Duncan? what not put upon            </l>                        <l xml:id="sha-mac107071" n="71">              His spongy officers, who shall bear the guilt            </l>                        <l xml:id="sha-mac107072I" n="72">              Of our great quell?            </l>                    	
Macbeth	Act 1	1	Scene 7	7	133	Macbeth	Macbeth	                        <l xml:id="sha-mac107072F" n="72">              Bring forth men-children only;            </l>                        <l xml:id="sha-mac107073" n="73">              For thy undaunted mettle should compose            </l>                        <l xml:id="sha-mac107074" n="74">              Nothing but males. Will it not be received,            </l>                        <l xml:id="sha-mac107075" n="75">              When we have marked with blood those sleepy two            </l>                        <l xml:id="sha-mac107076" n="76">              Of his own chamber and used their very daggers,            </l>                        <l xml:id="sha-mac107077I" n="77">              That they have done't?            </l>                    	
Macbeth	Act 1	1	Scene 7	7	134	MacbethLdy	Lady Macbeth	                        <l xml:id="sha-mac107077F" n="77">              Who dares receive it other,            </l>                        <l xml:id="sha-mac107078" n="78">              As we shall make our griefs and clamour roar            </l>                        <l xml:id="sha-mac107079I" n="79">              Upon his death?            </l>                    	
Macbeth	Act 1	1	Scene 7	7	135	Macbeth	Macbeth	                        <l xml:id="sha-mac107079F" n="79">              I am settled, and bend up            </l>                        <l xml:id="sha-mac107080" n="80">              Each corporal agent to this terrible feat.            </l>                        <l xml:id="sha-mac107081" n="81">              Away, and mock the time with fairest show:            </l>                        <l xml:id="sha-mac107082" n="82">              False face must hide what the false heart doth know.              <didascalie>Exeunt.</didascalie></l>                    	
Macbeth	Act 2	2	__none__	__none__	136	__none__	__none__	__none__	Court of Macbeth's castle.
Macbeth	Act 2	2	__none__	__none__	137	__none__	__none__	__none__	Enter BANQUO, and FLEANCE bearing a torch before him.
Macbeth	Act 2	2	Scene 1	8	138	Banquo	Banquo	                        <l xml:id="sha-mac201001" n="1">              How goes the night, boy?            </l>                    	
Macbeth	Act 2	2	Scene 1	8	139	Fleance	Fleance	                        <l xml:id="sha-mac201002" n="2">              The moon is down; I have not heard the clock.            </l>                    	
Macbeth	Act 2	2	Scene 1	8	140	Banquo	Banquo	                        <l xml:id="sha-mac201003I" n="3">              And she goes down at twelve.            </l>                    	
Macbeth	Act 2	2	Scene 1	8	141	Fleance	Fleance	                        <l xml:id="sha-mac201003F" n="3">              I take't, 'tis later, sir.            </l>                    	
Macbeth	Act 2	2	Scene 1	8	142	Banquo	Banquo	                        <l xml:id="sha-mac201004" n="4">              Hold, take my sword. There's husbandry in heaven;            </l>                        <l xml:id="sha-mac201005" n="5">              Their candles are all out. Take thee that too.            </l>                        <l xml:id="sha-mac201006" n="6">              A heavy summons lies like lead upon me,            </l>                        <l xml:id="sha-mac201007" n="7">              And yet I would not sleep: merciful powers,            </l>                        <l xml:id="sha-mac201008" n="8">              Restrain in me the cursed thoughts that nature            </l>                        <l xml:id="sha-mac201009" n="9">              Gives way to in repose!               <didascalie>Enter MACBETH, and a Servant with a torch.</didascalie></l>                        <l xml:id="sha-mac201010" n="10">              Who's there?            </l>                    	
Macbeth	Act 2	2	Scene 1	8	143	Macbeth	Macbeth	                        <l xml:id="sha-mac201011" n="11">              A friend.            </l>                    	
Macbeth	Act 2	2	Scene 1	8	144	Banquo	Banquo	                        <l xml:id="sha-mac201012" n="12">              What, sir, not yet at rest? The king's a-bed:            </l>                        <l xml:id="sha-mac201013" n="13">              He hath been in unusual pleasure, and            </l>                        <l xml:id="sha-mac201014" n="14">              Sent forth great largess to your offices.            </l>                        <l xml:id="sha-mac201015" n="15">              This diamond he greets your wife withal,            </l>                        <l xml:id="sha-mac201016" n="16">              By the name of most kind hostess; and shut up            </l>                        <l xml:id="sha-mac201017I" n="17">              In measureless content.            </l>                    	
Macbeth	Act 2	2	Scene 1	8	145	Macbeth	Macbeth	                        <l xml:id="sha-mac201017F" n="17">              Being unprepared,            </l>                        <l xml:id="sha-mac201018" n="18">              Our will became the servant to defect;            </l>                        <l xml:id="sha-mac201019I" n="19">              Which else should free have wrought.            </l>                    	
Macbeth	Act 2	2	Scene 1	8	146	Banquo	Banquo	                        <l xml:id="sha-mac201019F" n="19">              All's well.            </l>                        <l xml:id="sha-mac201020" n="20">              I dreamt last night of the three weird sisters:            </l>                        <l xml:id="sha-mac201021I" n="21">              To you they have showed some truth.            </l>                    	
Macbeth	Act 2	2	Scene 1	8	147	Macbeth	Macbeth	                        <l xml:id="sha-mac201021F" n="21">              I think not of them:            </l>                        <l xml:id="sha-mac201022" n="22">              Yet, when we can entreat an hour to serve,            </l>                        <l xml:id="sha-mac201023" n="23">              We would spend it in some words upon that business,            </l>                        <l xml:id="sha-mac201024I" n="24">              If you would grant the time.            </l>                    	
Macbeth	Act 2	2	Scene 1	8	148	Banquo	Banquo	                        <l xml:id="sha-mac201024F" n="24">              At your kind'st leisure.            </l>                    	
Macbeth	Act 2	2	Scene 1	8	149	Macbeth	Macbeth	                        <l xml:id="sha-mac201025" n="25">              If you shall cleave to my consent, when 'tis,            </l>                        <l xml:id="sha-mac201026I" n="26">              It shall make honour for you.            </l>                    	
Macbeth	Act 2	2	Scene 1	8	150	Banquo	Banquo	                        <l xml:id="sha-mac201026F" n="26">              So I lose none            </l>                        <l xml:id="sha-mac201027" n="27">              In seeking to augment it, but still keep            </l>                        <l xml:id="sha-mac201028" n="28">              My bosom franchised and allegiance clear,            </l>                        <l xml:id="sha-mac201029I" n="29">              I shall be counselled.            </l>                    	
Macbeth	Act 2	2	Scene 1	8	151	Macbeth	Macbeth	                        <l xml:id="sha-mac201029F" n="29">              Good repose the while!            </l>                    	
Macbeth	Act 2	2	Scene 1	8	152	Banquo	Banquo	                        <l xml:id="sha-mac201030" n="30">              Thanks, sir: the like to you!              <didascalie>Exeunt Banquo and Fleance.</didascalie></l>                    	
Macbeth	Act 2	2	Scene 1	8	153	Macbeth	Macbeth	                        <l xml:id="sha-mac201031" n="31">              Go bid thy mistress, when my drink is ready,            </l>                        <l xml:id="sha-mac201032" n="32">              She strike upon the bell. Get thee to bed.              <didascalie>Exit Servant.</didascalie></l>                        <l xml:id="sha-mac201033" n="33">              Is this a dagger which I see before me,            </l>                        <l xml:id="sha-mac201034" n="34">              The handle toward my hand? Come, let me clutch thee.            </l>                        <l xml:id="sha-mac201035" n="35">              I have thee not, and yet I see thee still.            </l>                        <l xml:id="sha-mac201036" n="36">              Art thou not, fatal vision, sensible            </l>                        <l xml:id="sha-mac201037" n="37">              To feeling as to sight? or art thou but            </l>                        <l xml:id="sha-mac201038" n="38">              A dagger of the mind, a false creation,            </l>                        <l xml:id="sha-mac201039" n="39">              Proceeding from the heat-oppressed brain?            </l>                        <l xml:id="sha-mac201040" n="40">              I see thee yet, in form as palpable            </l>                        <l xml:id="sha-mac201041" n="41">              As this which now I draw.            </l>                        <l xml:id="sha-mac201042" n="42">              Thou marshall'st me the way that I was going;            </l>                        <l xml:id="sha-mac201043" n="43">              And such an instrument I was to use.            </l>                        <l xml:id="sha-mac201044" n="44">              Mine eyes are made the fools o' the other senses,            </l>                        <l xml:id="sha-mac201045" n="45">              Or else worth all the rest; I see thee still,            </l>                        <l xml:id="sha-mac201046" n="46">              And on thy blade and dudgeon gouts of blood,            </l>                        <l xml:id="sha-mac201047" n="47">              Which was not so before. There's no such thing:            </l>                        <l xml:id="sha-mac201048" n="48">              It is the bloody business which informs            </l>                        <l xml:id="sha-mac201049" n="49">              Thus to mine eyes. Now o'er the one half world            </l>                        <l xml:id="sha-mac201050" n="50">              Nature seems dead, and wicked dreams abuse            </l>                        <l xml:id="sha-mac201051" n="51">              The curtained sleep; witchcraft celebrates            </l>                        <l xml:id="sha-mac201052" n="52">              Pale Hecate's offerings, and withered murder,            </l>                        <l xml:id="sha-mac201053" n="53">              Alarumed by his sentinel, the wolf,            </l>                        <l xml:id="sha-mac201054" n="54">              Whose howl's his watch, thus with his stealthy pace,            </l>                        <l xml:id="sha-mac201055" n="55">              With Tarquin's ravishing strides, towards his design            </l>                        <l xml:id="sha-mac201056" n="56">              Moves like a ghost. Thou sure and firm-set earth,            </l>                        <l xml:id="sha-mac201057" n="57">              Hear not my steps, which way they walk, for fear            </l>                        <l xml:id="sha-mac201058" n="58">              Thy very stones prate of my whereabout,            </l>                        <l xml:id="sha-mac201059" n="59">              And take the present horror from the time,            </l>                        <l xml:id="sha-mac201060" n="60">              Which now suits with it. Whiles I threat, he lives:            </l>                        <l xml:id="sha-mac201061" n="61">              Words to the heat of deeds too cold breath gives.              <didascalie>A bell rings.</didascalie></l>                        <l xml:id="sha-mac201062" n="62">              I go, and it is done; the bell invites me.            </l>                        <l xml:id="sha-mac201063" n="63">              Hear it not, Duncan; for it is a knell            </l>                        <l xml:id="sha-mac201064" n="64">              That summons thee to heaven or to hell.              <didascalie>Exit.</didascalie></l>                    	
Macbeth	Act 2	2	__none__	__none__	154	__none__	__none__	__none__	The same.
Macbeth	Act 2	2	__none__	__none__	155	__none__	__none__	__none__	Enter LADY MACBETH.
Macbeth	Act 2	2	Scene 2	9	156	MacbethLdy	Lady Macbeth	                        <l xml:id="sha-mac202001" n="1">              That which hath made them drunk hath made me bold;            </l>                        <l xml:id="sha-mac202002" n="2">              What hath quenched them hath given me fire.            </l>                        <l xml:id="sha-mac202003" n="3">              Hark! Peace!            </l>                        <l xml:id="sha-mac202004" n="4">              It was the owl that shrieked, the fatal bellman,            </l>                        <l xml:id="sha-mac202005" n="5">              Which gives the stern'st good-night. He is about it:            </l>                        <l xml:id="sha-mac202006" n="6">              The doors are open; and the surfeited grooms            </l>                        <l xml:id="sha-mac202007" n="7">              Do mock their charge with snores: I have drugged their possets,            </l>                        <l xml:id="sha-mac202008" n="8">              That death and nature do contend about them,            </l>                        <l xml:id="sha-mac202009I" n="9">              Whether they live or die.            </l>                    	
Macbeth	Act 2	2	Scene 2	9	157	Macbeth	Macbeth	                        <didascalie>Within</didascalie><l xml:id="sha-mac202009F" n="9">              Who's there? what, ho!            </l>                    	
Macbeth	Act 2	2	Scene 2	9	158	MacbethLdy	Lady Macbeth	                        <l xml:id="sha-mac202010" n="10">              Alack, I am afraid they have awaked,            </l>                        <l xml:id="sha-mac202011" n="11">              And 'tis not done. The attempt and not the deed            </l>                        <l xml:id="sha-mac202012" n="12">              Confounds us. Hark! I laid their daggers ready;            </l>                        <l xml:id="sha-mac202013" n="13">              He could not miss 'em. Had he not resembled            </l>                        <l xml:id="sha-mac202014" n="14">              My father as he slept, I had done't.               <didascalie>Enter MACBETH.</didascalie></l>                    	
Macbeth	Act 2	2	Scene 2	9	159	Macbeth	Macbeth	                        <l xml:id="sha-mac202015" n="15">              I have done the deed. Didst thou not hear a noise?            </l>                    	
Macbeth	Act 2	2	Scene 2	9	160	MacbethLdy	Lady Macbeth	                        <l xml:id="sha-mac202016" n="16">              I heard the owl scream and the crickets cry.            </l>                        <l xml:id="sha-mac202017I" n="17">              Did not you speak?            </l>                    	
Macbeth	Act 2	2	Scene 2	9	161	Macbeth	Macbeth	                        <l xml:id="sha-mac202017M1" n="17">              When?            </l>                    	
Macbeth	Act 2	2	Scene 2	9	162	MacbethLdy	Lady Macbeth	                        <l xml:id="sha-mac202017M2" n="17">              Now.            </l>                    	
Macbeth	Act 2	2	Scene 2	9	163	Macbeth	Macbeth	                        <l xml:id="sha-mac202017F" n="17">              As I descended?            </l>                    	
Macbeth	Act 2	2	Scene 2	9	164	MacbethLdy	Lady Macbeth	                        <l xml:id="sha-mac202018I" n="18">              Ay.            </l>                    	
Macbeth	Act 2	2	Scene 2	9	165	Macbeth	Macbeth	                        <l xml:id="sha-mac202018F" n="18">              Hark! Who lies i' the second chamber?            </l>                    	
Macbeth	Act 2	2	Scene 2	9	166	MacbethLdy	Lady Macbeth	                        <l xml:id="sha-mac202019I" n="19">              Donalbain.            </l>                    	
Macbeth	Act 2	2	Scene 2	9	167	Macbeth	Macbeth	                        <l xml:id="sha-mac202019F" n="19">              This is a sorry sight.              <didascalie>Looking on his hands.</didascalie></l>                    	
Macbeth	Act 2	2	Scene 2	9	168	MacbethLdy	Lady Macbeth	                        <l xml:id="sha-mac202020" n="20">              A foolish thought, to say a sorry sight.            </l>                    	
Macbeth	Act 2	2	Scene 2	9	169	Macbeth	Macbeth	                        <l xml:id="sha-mac202021" n="21">              There's one did laugh in's sleep, and one cried “Murder!”            </l>                        <l xml:id="sha-mac202022" n="22">              That they did wake each other: I stood and heard them:            </l>                        <l xml:id="sha-mac202023" n="23">              But they did say their prayers, and addressed them            </l>                        <l xml:id="sha-mac202024I" n="24">              Again to sleep.            </l>                    	
